ref_evap;anomes;hora1;hora2;hora3;evapiche;evatanque;temedmax;temedmin;temedsec1;temedhum1;temedsec2;temedhum2;temedsec3;temedhum3;velviento;prectotmes;diasprec;insol
1005;197205;7;;;1.9;;14.6;4.6;8;7.4;;;;;7.7;58.7;10;113
1004;197402;7;;;1.6;1;10.7;2.9;7.1;6.5;;;;;3.7;127.5;15;100
1005;197203;7;;;1;;10.2;-0.9;3.7;3.4;;;;;5.6;86.1;19;72
1004;197403;7;;;2.1;1.9;13.5;4.8;9.7;9.1;;;;;3.5;30.3;11;135
1005;197201;7;;;0.4;;5.4;3.4;1.2;0.4;;;;;5.2;113.7;19;26
1005;197112;7;;;0.6;;9.9;0;3.4;4.3;;;;;2.4;37.5;11;76
1005;197111;7;;;0.9;;9.4;-1.5;2.8;2.5;;;;;4.8;76.6;10;143
1005;197110;7;;;1.5;;20.4;5.2;9.3;9.1;;;;;2.4;29.3;5;189
1005;197109;7;;;2.1;;22.6;9.9;12.4;11.2;;;;;3.4;5.7;4;238
1005;197108;7;;;1.6;;20.9;7.9;13.1;12.2;;;;;4;38.3;11;240
1005;197107;7;;;1.8;;23.4;13.3;15.8;14.5;;;;;3.7;160;14;221
1005;197106;7;;;1.9;;18.6;6;11.1;11;;;;;6;84.8;16;187
1005;197105;7;;;1.2;;14.6;4;8.8;8.3;;;;;5.9;120.3;20;120
1005;197104;7;;;1.1;;13.4;3.1;7.6;7.3;;;;;4.2;86.7;23;87
1005;197103;7;;;1.4;;9.9;-1.8;1.9;1.6;;;;;7.8;76.6;11;189
1005;197102;7;;;1.6;;10.3;-0.8;1.8;1.2;;;;;5.7;31.5;4;180
1003;199803;6;;;;1.8;17.5;2.3;5.9;5.6;;;;;1.1;128;13;
1005;197204;7;;;1.9;;13.8;3.2;5.6;5;;;;;6.6;31.6;7;155
1003;198404;7;;;;3.9;19.9;5.8;8.4;8;;;;;0.6;135.6;15;
1003;198509;7;;;;3;29.7;10.2;12.8;11.6;;;;;1.7;1.4;4;
1003;198505;7;;;;2.5;17.4;4.8;8.6;8;;;;;0.5;61.7;18;
1003;198504;7;;;;2.2;16.9;3.2;7.7;6;;;;;1.1;80.9;16;
1003;198503;7;;;;1.1;10.9;0.7;5.2;3.7;;;;;1.3;116.7;22;
1003;198502;7;;;;0.8;12.6;2.6;5.8;4.8;;;;;1.9;240.5;18;
1003;198501;;;;;;6.1;-2.7;;;;;;;0.9;163;19;
1003;198412;7;;;;3.5;8.8;0.5;4.7;4.2;;;;;0.3;118.9;21;
1003;198411;7;;;;0.4;10.9;3.6;6.8;6.5;;;;;0.9;276.7;26;
1003;198410;7;;;;1.3;18.3;4.7;8.7;8.2;;;;;0.3;145;12;
1003;198409;7;;;;2.6;22.7;7.6;10.6;9.9;;;;;0.4;72.5;10;
1003;198408;7;;;;3.7;25.9;11.5;12.6;11.8;;;;;0.5;40.6;6;
1003;198407;7;;;;4.6;26.4;11.2;14.1;12.7;;;;;0.2;49;5;
1003;198303;7;;;;1.6;15.8;1.7;5.5;5;;;;;0.7;52.6;13;
1003;198405;7;;;;2.1;12.9;3.9;7.1;6.3;;;;;0.8;145;21;
1003;198512;7;;;;0.7;9.6;0.5;4.5;3.9;;;;;1.3;211.9;19;
1003;198403;7;;;;;11.2;-1.9;4.3;3.9;;;;;1.3;135.6;16;
1003;198402;7;;;;;9.1;-2;1.9;2.1;;;;;0.7;64.9;13;
1003;198401;7;;;;0.1;7.3;1.4;5.2;5.1;;;;;0.8;187.3;27;
1003;198312;7;;;;0.2;10.4;0;4;3.5;;;;;1.3;181.9;12;
1003;198311;7;;;;0.6;15.8;6.7;9.6;9;;;;;0.8;110.8;20;
1003;198310;7;;;;1.3;20.1;5;9;8.5;;;;;0.3;33.1;6;
1003;198309;7;;;;2.8;25.8;8.6;12.7;11.3;;;;;0.3;12.6;7;
1003;198308;7;;;;3.4;23.9;11.3;13.8;13.2;;;;;0.4;94.6;17;
1003;198307;7;;;;3.1;24.6;12.5;15.2;14.3;;;;;0.2;33.8;16;
1003;198306;7;;;;4.4;24.7;9.3;12.5;11.7;;;;;0.4;12.5;3;
1003;198305;7;;;;1.9;13.8;5;8.2;7.5;;;;;0.6;195.5;25;
1003;198804;7;;;;1.5;13.9;4.1;7.7;7;;;;;0.7;159.1;23;
1003;198406;7;;;;3.7;22.6;10.2;13;12;;;;;0.4;115.2;13;
1003;198701;7;;;;0.3;10.2;-1.4;4;2.5;;;;;0.6;92.9;16;
1003;199805;6;;;;3.1;19.5;6.8;9.2;8.5;;;;;0.8;73.5;16;
1003;198802;7;;;;0.9;10.7;0.7;4.5;3.5;;;;;1.3;83.1;16;
1003;198801;7;;;;0.3;9.1;2.7;6.5;5.6;;;;;1.7;230.1;25;
1003;198712;7;;;;0.5;12.1;2.2;6.2;5.6;;;;;0.9;99.9;16;
1003;198711;7;;;;0.6;12.6;3;6.2;5.8;;;;;0.3;77.4;16;
1003;198710;7;;;;0.8;14.2;6.1;9.8;8.8;;;;;0.8;417;28;
1003;198709;7;;;;2.8;26;11.2;13.1;11.2;;;;;0.3;122.1;10;
1003;198708;7;;;;3.8;28;11.1;14;13;;;;;0.3;24.9;7;
1003;198707;7;;;;4.4;25.8;11.6;14.4;13.5;;;;;0.9;45.5;9;
1003;198706;7;;;;4.8;24.6;12.4;13.2;11.4;;;;;0.7;54.6;13;
1003;198705;7;;;;3.2;23.6;6.1;8.1;7;;;;;0.6;22.8;5;
1003;198704;7;;;;1.1;14.9;4.4;4.5;3.8;;;;;0.7;26.3;20;
1003;198510;7;;;;1.2;21.8;4.3;7.4;6.2;;;;;0.3;11.5;5;
1003;198702;7;;;;1.1;10.2;-0.5;4;3;;;;;3;142.4;16;
1003;198511;7;;;;;11.2;1.4;5.1;5.1;;;;;0.9;148.9;15;
1003;198612;7;;;;0.1;9;3.2;6.5;4.1;;;;;0.6;79.6;18;
1003;198611;7;;;;0.3;12;2;5;4.4;;;;;1.3;129.4;16;
1003;198610;7;;;;1.3;19;9;11;10;;;;;0.1;36.6;12;
1003;198609;7;;;;2.3;23.5;11.2;13.3;12.6;;;;;0.2;171.9;16;
1003;198608;7;;;;3.7;24.8;9.2;12.7;12;;;;;0.5;42.8;8;
1003;198607;7;;;;5.3;28;10.5;13.4;12.4;;;;;0.6;0.3;1;
1003;198606;7;;;;4.1;23.4;8;11.8;10.8;;;;;0.7;50.4;4;
1003;198605;7;;;;3.5;19.1;6.2;10.2;8.9;;;;;0.8;39.9;13;
1003;198604;7;;;;1.7;12.7;0.1;4.6;3.9;;;;;1.1;83.2;21;
1003;198603;7;;;;1.2;12.4;0.7;4.8;4.2;;;;;0.7;61.8;21;
1003;198602;7;;;;0.4;7.6;0.5;4.3;3.9;;;;;1;237.8;24;
1003;198601;7;;;;0.3;7.2;-0.9;3.3;2.9;;;;;0.5;159.7;25;
1003;198302;7;;;;;8.2;-0.2;6.3;5.6;;;;;1.2;117.7;21;
1003;198703;7;;;;2.6;15;1.2;2.7;1.1;;;;;0.6;65.9;15;
1003;197905;7;;;;2.9;17.8;5.1;8.6;7.7;;;;;0.7;130.4;13;
1003;198007;7;;;;4.1;24.7;9;12.5;11.7;;;;;0.5;35.8;10;
1003;198006;7;;;;3.8;20.4;8.4;11.7;10.8;;;;;0.7;77;14;
1003;198005;7;;;;2.6;16.6;4.9;8.7;8.1;;;;;0.6;98.5;19;
1003;198004;7;;;;3.1;17.5;1.5;5.2;4.6;;;;;0.9;75.8;7;
1003;198003;7;;;;1.5;12.2;1.8;5.5;4.9;;;;;1.1;111;18;
1003;198002;7;;;;1;12.1;0.5;4.5;4;;;;;0.9;78.1;13;
1003;198001;7;;;;0.6;9;0.3;4.1;3;;;;;1.2;172.5;20;
1003;197912;7;;;;0.5;11.1;2;5.8;5.2;;;;;0.9;158.5;24;
1003;197911;7;;;;0.9;12.6;0.9;4.3;4;;;;;0.2;154.3;14;
1003;197910;7;;;;1.3;15.8;6.3;10;9.5;;;;;0.8;225.3;2;
1003;197909;7;;;;3.3;25.9;9.1;11.8;11.2;;;;;1.2;31.2;8;
1003;197908;7;;;;4.2;26.2;9;12.7;12.1;;;;;0.6;8.2;4;
1003;198304;7;;;;1.4;12.2;3.1;5.9;5.4;;;;;1.4;227.8;26;
1003;197906;7;;;;4.9;24.8;9.1;12.4;11.5;;;;;0.4;6.6;4;
1003;198010;7;;;;1.4;17.6;6.3;9.6;8.9;;;;;0.5;109.5;17;
1003;197904;7;;;;1.9;13.1;2.1;5.8;5.1;;;;;1.7;82.1;21;
1003;197903;7;;;;0.9;9.3;1;4.7;4.2;;;;;1.1;183.2;24;
1003;197902;7;;;;1.4;9.9;2.7;5.8;5;;;;;1.7;344.3;21;
1003;197901;7;;;;0.5;8.4;0.4;4;3.7;;;;;0.7;226.6;21;
1003;197812;7;;;;1;10.4;3.3;7.6;7.3;;;;;3.3;546.5;26;
1003;197811;7;;;;0.6;14.3;0.7;4.8;4.5;;;;;0.3;46.4;14;
1003;197810;7;;;;1.7;20.2;4.5;8.2;7.4;;;;;0.7;24.3;7;
1003;197809;7;;;;2.6;27.4;9.2;11.3;10.8;;;;;0.1;30.3;5;
1003;197808;7;;;;3.9;27.6;9.7;12.6;12.1;;;;;0.2;1;3;
1003;197807;7;;;;5;26.6;9.9;13.1;12.4;;;;;0.3;1.3;4;
1003;197806;7;;;;3.6;20.5;8;11.3;10.5;;;;;0.6;78.5;13;
1003;197805;7;;;;2.7;16.4;5.1;8.5;7.9;;;;;0.8;100.1;19;
1003;197907;7;;;;5.3;29.3;11.3;14.7;13.8;;;;;0.5;7.6;5;
1003;198111;7;;;;0.6;17;1.4;4.3;4.1;;;;;0;0.2;2;
1003;198301;7;;;;;10.2;-3.1;2.5;2.4;;;;;0.3;25.6;8;
1003;198212;7;;;;0.3;7.2;0.9;4.3;4.5;;;;;0.8;188.8;24;
1003;198211;7;;;;0.6;13.4;2.7;12.7;8.9;;;;;0.9;161.6;22;
1003;198210;7;;;;1.1;15.6;6;9.2;8.3;;;;;0.4;133.5;21;
1003;198209;7;;;;2.9;24.9;9.8;12;11.3;;;;;0.4;84.4;14;
1003;198208;7;;;;4.4;26.6;10.3;13.1;12.1;;;;;0.5;15;5;
1003;198207;7;;;;4.1;24.9;11.7;14.2;13.5;;;;;0.2;41.9;9;
1003;198206;7;;;;3.3;21.8;10.1;13;12.2;;;;;0.2;82.1;19;
1003;198205;7;;;;3.1;18.9;5.4;9.4;8.6;;;;;0.5;92.6;15;
1003;198204;7;;;;3.2;19.2;1.6;4.9;4.4;;;;;1.2;28.5;6;
1003;198203;7;;;;1.9;14.1;-0.8;3.8;3.2;;;;;0.6;22;11;
1003;198202;7;;;;1.4;11.4;0.1;4.5;4;;;;;1.5;86;17;
1003;198008;7;;;;4.2;28.1;12;14.9;14.2;;;;;0.5;19;5;
1003;198112;7;;;;0.6;8.7;2.6;6.4;6.1;;;;;1.8;415.8;27;
1003;198009;7;;;;3;25.8;9.6;12.3;11.8;;;;;0.4;68.1;7;
1003;198110;7;;;;1;15.9;6.4;9.4;8.9;;;;;0.4;146;19;
1003;198109;7;;;;2.6;24;8.8;11.6;11.1;;;;;0.5;134.1;15;
1003;198108;7;;;;4.1;28.1;11.3;13.5;12.6;;;;;0.4;1.8;1;
1003;198107;7;;;;4.7;26.4;9.8;13.1;12.2;;;;;0.6;24.9;3;
1003;198106;7;;;;4.7;24.8;8.6;12.1;11.2;;;;;0.5;26.2;5;
1003;198105;7;;;;2;15.3;6.1;9.5;8.5;;;;;0.6;113.2;26;
1003;198104;7;;;;2.2;15;2.3;5.7;5.2;;;;;1.1;80.9;20;
1003;198103;7;;;;1.3;13.6;3.6;8;6.7;;;;;2;116.4;19;
1003;198102;7;;;;1.2;10.4;-2.6;2.3;1.9;;;;;1.1;82.4;13;
1003;198101;7;;;;0.6;8.2;-2;1.9;1.6;;;;;0.4;47.7;10;
1003;198012;7;;;;0.6;7.7;-3.1;3.4;2;;;;;0.4;111.6;14;
1003;198011;7;;;;0.6;11.9;3.2;5.7;5;;;;;0.9;106.6;19;
1003;198805;7;;;;2.3;17.7;7.5;10.5;9.9;;;;;0.6;107.1;23;
1003;198201;7;;;;0.5;10;1.1;4.4;4.1;;;;;1.3;98.9;20;
1003;199406;8;;;;4.4;23.9;8.7;11.2;10.4;;;;;0.4;23.3;8;
1003;199508;7;;;;4.4;27.3;11.1;12.6;11.9;;;;;0.7;7.2;3;
1003;199507;7;;;;4;25.7;12.6;14.5;13.5;;;;;0.5;43.1;12;
1003;199506;7;;;;4.8;25.3;9.1;11.4;10.7;;;;;0.8;53;7;
1003;199505;7;;;;3.2;21.4;7.7;10;9.3;;;;;0.4;125.3;22;
1003;199504;7;;;;3.3;20.4;2.2;4.7;4.2;;;;;0.7;40;9;
1003;199503;7;;;;2.1;16;2.1;5;4.5;;;;;1;58.9;11;
1003;199502;7;;;;0.8;12.1;1.2;4.7;4.4;;;;;0.8;183.1;18;
1003;199501;7;;;;0.6;10.3;1.4;7.5;6.5;;;;;1.4;155.1;22;
1003;199412;7;;;;0.4;11.2;3.4;7.3;6.8;;;;;0.7;172.1;20;
1003;199411;7;;;;0.4;14.3;3.3;6.2;5.6;;;;;0.4;141.9;12;
1003;199410;7;;;;1.4;18.7;7.4;9.9;9.4;;;;;0.2;145.7;15;
1003;199409;8;;;;2.2;19.2;7.5;11;9.2;;;;;0.6;94.5;19;
1003;199305;8;;;;2.4;17;6;8.9;8.3;;;;;0.3;221.8;26;
1003;199407;8;;;;4.7;28;12.1;14;13.4;;;;;0.4;20.8;5;
1003;199511;7;;;;0.5;13;5.2;8.1;7.3;;;;;0.4;218.6;20;
1003;199405;8;;;;2.3;17.9;6;8.7;6.5;;;;;0.6;160.2;19;
1003;199404;8;;;;2.2;14.4;2.5;5.2;5;;;;;1;44.3;14;
1003;199403;8;;;;1.9;17.1;3;6.3;6;;;;;0.6;15;12;
1003;199402;8;;;;0.6;9.4;0.1;4.3;3.4;;;;;1.5;141.7;20;
1003;199401;8;;;;0.3;10.3;1.1;4.7;4.1;;;;;0.9;222.3;24;
1003;199312;8;;;;0.6;9;3.2;6.6;6.3;;;;;0.4;109;26;
1003;199311;8;;;;0.3;11.8;1.7;4.8;4.3;;;;;0.5;156.5;15;
1003;199310;8;;;;0.9;13.6;4.7;7;6.1;;;;;0.7;224.1;19;
1003;199309;8;;;;2;19;7.9;10.6;10;;;;;0.7;124.3;23;
1003;199308;8;;;;4.3;27.1;11;12.3;11.5;;;;;0.5;11.3;9;
1003;199307;8;;;;4.6;26.1;9.2;12;10;;;;;0.5;10.8;4;
1003;198803;7;;;;1.5;14.7;0.7;4.9;4;;;;;0.6;34;13;
1003;199408;8;;;;5.2;27;11.3;13.8;13.2;;;;;0.6;33.1;8;
1003;199612;7;;;;0.3;9.2;1.6;5.6;4.6;;;;;0.8;135;23;
1003;199802;6;;;;0.8;15.6;0.8;3.2;2.8;;;;;0.4;24.8;6;
1003;199801;6;;;;0.7;10.3;3;6.3;5.6;;;;;1.7;71.7;19;
1003;199712;6;;;;0.4;9.5;2.8;6.5;5.8;;;;;0.9;194;22;
1003;199711;6;;;;0.4;11.1;6.1;8.6;7.7;;;;;1.3;286;26;
1003;199710;6;;;;0.9;19.4;9.1;11;10.4;;;;;0.8;201;17;
1003;199709;7;;;;2.2;25.3;10.2;12.2;11.5;;;;;0.5;29.1;4;
1003;199708;7;;;;3.6;24.6;12.1;14.4;13.7;;;;;0.5;82.6;10;
1003;199707;7;;;;4.5;24.8;11.6;13.7;13.1;;;;;0.9;34.2;6;
1003;199706;7;;;;2.5;18.4;8.8;11.2;10.6;;;;;0.7;100;22;
1003;199705;7;;;;2.8;18.3;7.2;10.2;9.2;;;;;0.7;199;26;
1003;199704;7;;;;3;21.2;4.7;7.2;6.5;;;;;0.6;23.6;11;
1003;199703;7;;;;2.5;22.1;1.3;3.9;3.3;;;;;0.6;0;0;
1003;199509;7;;;;2.1;19.4;8.5;10.9;10.3;;;;;0.5;125.8;17;
1003;199701;7;;;;0.5;9;0.3;3.8;3.8;;;;;1;118;17;
1003;199510;7;;;;1.4;21;7.2;10.1;9.5;;;;;0.4;120.6;12;
1003;199611;7;;;;0.7;11.6;3.5;7;6.4;;;;;0.6;232;18;
1003;199610;7;;;;1;17.7;6.1;8.4;7.8;;;;;0;102;12;
1003;199609;7;;;;2.4;21.6;8.2;10.2;9.6;;;;;0.6;104.4;13;
1003;199608;7;;;;3.7;23.6;10.3;11.9;11.5;;;;;0.9;53.7;10;
1003;199607;7;;;;4.9;26.7;11.2;13.2;12.6;;;;;1;19;7;
1003;199606;7;;;;4.6;25.8;9.8;11.6;11.1;;;;;0.7;18.6;6;
1003;199605;7;;;;3;18.3;5.7;8.2;7.7;;;;;0.7;86.9;12;
1003;199604;7;;;;2.9;17.2;4.2;6.4;6;;;;;0.7;38;10;
1003;199603;7;;;;1.4;14.1;2.2;4.4;4.4;;;;;1.1;125.3;16;
1003;199602;7;;;;0.7;8.5;0.2;3.5;3.2;;;;;0.7;136.1;20;
1003;199601;7;;;;0.5;10;2.7;6.1;5.1;;;;;1.9;285.1;25;
1003;199512;7;;;;0.3;10.2;2.8;7.1;6.3;;;;;1.4;328.2;21;
1003;199304;8;;;;1.9;13.7;1.7;5.4;4.8;;;;;0.8;171.6;23;
1003;199702;7;;;;0.8;13.2;2.4;6.1;5;;;;;0.8;49.9;15;
1003;198907;8;;;;5.1;29.2;13.2;15;14.1;;;;;0.5;28.8;5;
1003;199009;8;;;;3.1;26.9;10.8;12.8;11.9;;;;;0.7;41.1;11;
1003;199008;8;;;;5.3;31.5;11.7;13.8;12.8;;;;;0.8;8.7;6;
1003;199007;8;;;;5.6;30.7;12.2;15;13.6;;;;;0.6;6.4;4;
1003;199006;8;;;;4.1;23.3;8.8;12.2;11.2;;;;;0.7;28.8;8;
1003;199005;8;;;;3.5;22.5;6.9;10.8;9.9;;;;;0.3;26.1;11;
1003;199004;8;;;;1.4;14;2.3;5.9;5.2;;;;;0.9;72.7;18;
1003;199003;8;;;;2.3;17.3;1.4;5.1;3.6;;;;;0.9;27.3;5;
1003;199002;8;;;;0.9;13.4;4.6;8.2;7.1;;;;;1.4;78.2;17;
1003;199001;8;;;;0.4;8.3;-1.5;3.4;2.7;;;;;0.9;110.9;16;
1003;198912;8;;;;0.4;16;5.4;8.7;7.5;;;;;1.8;254.1;24;
1003;198911;8;;;;0.4;12.5;5.4;9.1;7.5;;;;;1.1;171.6;26;
1003;198910;8;;;;1.4;22.2;6.5;10;9;;;;;0.6;113.8;9;
1003;199306;8;;;;3.8;23.5;10.7;12.2;11.6;;;;;0.3;137.1;18;
1003;198908;8;;;;3.9;27.6;12.1;15.5;13.3;;;;;0.4;69.8;7;
1003;199012;8;;;;0.1;7.5;-3;3;2.7;;;;;0.2;105.4;14;
1003;198906;8;;;;4.1;24.2;10.2;13.2;12;;;;;0.6;24;7;
1003;198905;8;;;;3.3;23;8.5;11.6;10.8;;;;;0.2;125.7;17;
1003;198904;8;;;;1.4;12;1.5;5.6;4.9;;;;;1.3;120.3;24;
1003;198903;8;;;;1.5;15;0.7;6.6;5.3;;;;;1.2;88.6;12;
1003;198902;8;;;;0.3;12.8;-1.3;3;2.4;;;;;1;112.9;10;
1003;198901;8;;;;0.3;10;-3.8;1.8;1.6;;;;;0.3;31.7;5;
1003;198812;8;;;;0.1;5;-4;1.8;1;;;;;0.2;18.7;6;
1003;198811;8;;;;0.4;14;2;6;5;;;;;0.8;51.8;8;
1003;198810;8;;;;1.3;19.3;7;10.5;9;;;;;1.1;110.9;17;
1003;198809;7;;;;2.8;25.9;7.4;9.8;9.3;;;;;0.6;4.9;2;
1003;198808;7;;;;3.9;26.8;10.2;13.2;12.5;;;;;0.4;2.8;2;
1003;198806;7;;;;3.3;21.2;11.6;12.6;12.4;;;;;0.5;116.3;16;
1003;198909;8;;;;3;25;7.1;9.4;8.5;;;;;0.5;3;3;
1003;199201;8;;;;1;7.3;-4.7;0.8;0.1;;;;;0.2;62.9;4;
1003;199303;8;;;;1.3;15.5;0.4;3.5;3.3;;;;;1;44.3;14;
1003;199302;8;;;;1.1;12.5;-2.5;1.5;1.2;;;;;0.7;32.5;6;
1003;199301;8;;;;0.5;11.2;-0.7;3.3;2.9;;;;;0.6;19.3;7;
1003;199212;8;;;;0.3;8.9;2.5;4.5;3.9;;;;;0.8;124.2;18;
1003;199211;8;;;;0.5;13.6;5.1;8.6;8.3;;;;;0.1;116.8;19;
1003;199210;8;;;;1;14.7;5.1;8;7.3;;;;;0.7;100;21;
1003;199209;8;;;;2;21.7;7.2;10.6;9.9;;;;;0.8;86.2;12;
1003;199208;8;;;;3.6;26.3;10.7;13.2;12.4;;;;;0.1;199.7;13;
1003;199207;8;;;;5.4;28;12.1;14.2;13.4;;;;;0.3;1;2;
1003;199206;8;;;;3;19.5;8;10.5;9.6;;;;;0.1;96.4;18;
1003;199205;8;;;;3.7;22.2;6.7;9.5;8.8;;;;;0.2;63.7;15;
1003;199204;8;;;;2.8;16.8;2.5;6.4;5.8;;;;;0.3;65.4;10;
1003;199010;8;;;;1.1;18;7;10;9;;;;;0.8;185.6;21;
1003;199202;8;;;;0.5;13;-3;2.4;2.1;;;;;0.1;25.3;6;
1003;199011;8;;;;0.4;11.2;1;4.9;3.8;;;;;0.1;98.8;14;
1003;199112;8;;;;0.1;8.7;0.9;3.1;2.8;;;;;0.1;6.7;9;
1003;199111;8;;;;0.3;10.9;2.5;6.3;5.6;;;;;0.3;185.7;21;
1003;199110;8;;;;1;13.8;4.5;7.8;7.2;;;;;0.1;90.3;19;
1003;199109;8;;;;2.2;26;12;14;13;;;;;0.2;88.6;14;
1003;199108;8;;;;4.8;30.1;14;15.1;14.1;;;;;0.4;17;9;
1003;199107;8;;;;4.6;26.3;12.2;14.2;13.6;;;;;0.5;37;7;
1003;199106;8;;;;4.7;24;9;12;11;;;;;0.5;31.1;10;
1003;199105;8;;;;3.8;22;4.9;9;8;;;;;0.6;29.4;13;
1003;199104;8;;;;2.4;16;1.5;4.9;4.6;;;;;0.6;39.8;16;
1003;199103;8;;;;1.2;12;3.3;6.3;5.6;;;;;1;171.9;24;
1003;199102;8;;;;0.4;8.7;-2;3;2.5;;;;;0.6;150.7;15;
1003;199101;8;;;;0.2;9;-0.8;4;3.5;;;;;0.7;151.1;16;
1006;197405;7;;;3.8;4.9;19.3;5.5;8.9;7.8;;;;;5.6;69.9;11;228
1003;199203;8;;;;1.6;16.1;1.2;4.4;3.9;;;;;0.2;112.8;10;
