indroea;anomes;qmedmes;apormedmes;qcmes;dia_cmes;qnmes;dia_nmes;descr_orig_dato;orig_dato_id;dia_ci;qci
1010;191301;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191302;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191303;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191304;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191305;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191306;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191308;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191309;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191310;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191311;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191312;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191401;21.744;58.238;28.52;21;15.7;1;ANUARIO DE AFOROS   ;1;;
1010;191402;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191403;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191404;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191405;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191406;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191407;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191408;5.383;14.419;6.55;1;3.98;28;ANUARIO DE AFOROS   ;1;;
1010;191409;3.422;8.87;3.98;1;3.05;13;ANUARIO DE AFOROS   ;1;;
1010;191410;4.276;11.452;22.95;29;3.05;1;ANUARIO DE AFOROS   ;1;;
1010;191411;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191412;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191501;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191502;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191503;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191504;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191505;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191506;24.799;64.279;36;1;16.5;26;ANUARIO DE AFOROS   ;1;;
1010;191507;7.441;19.931;11.5;1;5;24;ANUARIO DE AFOROS   ;1;;
1010;191508;4.505;12.066;4.75;1;3.98;27;ANUARIO DE AFOROS   ;1;;
1010;191509;8.664;22.458;27;30;4.5;1;ANUARIO DE AFOROS   ;1;;
1010;191510;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191511;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191512;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191601;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191602;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191603;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191604;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191605;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191606;16.735;43.378;27;1;7.831;29;ANUARIO DE AFOROS   ;1;;
1010;191607;5.697;15.259;7.831;1;4.5;28;ANUARIO DE AFOROS   ;1;;
1010;191608;4.198;11.244;4.5;1;3.98;14;ANUARIO DE AFOROS   ;1;;
1010;191609;4.325;11.21;5;26;3.98;1;ANUARIO DE AFOROS   ;1;;
1010;191610;8.052;21.568;23.5;27;4.5;1;ANUARIO DE AFOROS   ;1;;
1010;191701;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191702;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191703;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191704;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191705;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191706;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191707;20.741;55.552;30.992;1;11.5;26;ANUARIO DE AFOROS   ;1;;
1010;191708;8.474;22.698;11.5;1;6.4;29;ANUARIO DE AFOROS   ;1;;
1010;191709;7.746;20.077;9.3;8;6.4;1;ANUARIO DE AFOROS   ;1;;
1010;191710;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191711;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191712;12.403;33.221;13.5;1;11.5;12;ANUARIO DE AFOROS   ;1;;
1010;191801;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191802;20.125;48.686;23.5;1;16.5;24;ANUARIO DE AFOROS   ;1;;
1010;191803;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191804;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191805;34.06;91.227;47.732;3;16.5;30;ANUARIO DE AFOROS   ;1;;
1010;191806;9.372;24.291;16.5;1;6.4;21;ANUARIO DE AFOROS   ;1;;
1010;191807;5.267;14.106;7.831;1;4.75;20;ANUARIO DE AFOROS   ;1;;
1010;191808;4.215;11.288;4.75;1;3.95;24;ANUARIO DE AFOROS   ;1;;
1010;191809;6.758;17.517;13.5;18;4.75;19;ANUARIO DE AFOROS   ;1;;
1010;191810;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191811;30.415;78.834;42;3;23.5;1;ANUARIO DE AFOROS   ;1;;
1010;191812;32.078;85.919;42;28;23.5;1;ANUARIO DE AFOROS   ;1;;
1010;191901;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191902;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191903;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191904;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191905;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191906;21.494;55.713;42.4;4;8.25;28;ANUARIO DE AFOROS   ;1;;
1010;191907;6.207;16.625;8.25;1;4.82;21;ANUARIO DE AFOROS   ;1;;
1010;191908;3.236;8.668;4.82;1;2.52;13;ANUARIO DE AFOROS   ;1;;
1010;191909;3.383;8.77;4.82;25;2.52;4;ANUARIO DE AFOROS   ;1;;
1010;191910;10.534;28.215;42.4;31;6.086;1;ANUARIO DE AFOROS   ;1;;
1010;191911;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;191912;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192001;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192002;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192003;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192004;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192005;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192006;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192007;9.079;24.317;14.5;21;7.375;14;ANUARIO DE AFOROS   ;1;;
1010;192008;5.936;15.898;7.375;1;3.62;29;ANUARIO DE AFOROS   ;1;;
1010;192009;3.727;9.66;4.82;13;2.52;5;ANUARIO DE AFOROS   ;1;;
1010;192010;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192011;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192012;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192101;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192102;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192103;5.5;14.731;5.5;1;5.5;1;ANUARIO DE AFOROS   ;1;;
1010;192104;5.11;13.245;5.5;1;4.6;3;ANUARIO DE AFOROS   ;1;;
1010;192105;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192106;3.397;8.804;4.6;1;2.25;23;ANUARIO DE AFOROS   ;1;;
1010;192107;2.093;5.606;3.05;13;1.596;3;ANUARIO DE AFOROS   ;1;;
1010;192108;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192109;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192110;3.571;9.564;4.6;14;2.25;1;ANUARIO DE AFOROS   ;1;;
1010;192111;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192202;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192203;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192205;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192206;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192207;5.997;16.062;6.6;18;5.5;1;ANUARIO DE AFOROS   ;1;;
1010;192208;5.748;15.396;6.6;1;5.5;2;ANUARIO DE AFOROS   ;1;;
1010;192209;8.03;20.814;11.964;27;6.6;1;ANUARIO DE AFOROS   ;1;;
1010;192212;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192301;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192303;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192304;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192305;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192306;4.088;10.597;6.6;1;2.25;26;ANUARIO DE AFOROS   ;1;;
1010;192307;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192308;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192309;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192310;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192311;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192312;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192402;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192404;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192405;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192406;6.353;16.467;11.964;1;4.6;22;ANUARIO DE AFOROS   ;1;;
1010;192407;3.416;9.15;4.6;1;2.25;25;ANUARIO DE AFOROS   ;1;;
1010;192408;2.053;5.499;3.05;10;1.596;5;ANUARIO DE AFOROS   ;1;;
1010;192409;4.686;12.147;8.25;27;1.596;1;ANUARIO DE AFOROS   ;1;;
1010;192410;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192412;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192501;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192503;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192505;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192506;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192507;5.549;14.863;11.964;4;3;30;ANUARIO DE AFOROS   ;1;;
1010;192508;3.381;9.055;19;24;2.2;8;ANUARIO DE AFOROS   ;1;;
1010;192509;2.586;6.702;4;23;1.596;16;ANUARIO DE AFOROS   ;1;;
1010;192512;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192601;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192602;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192603;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192604;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192605;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192606;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192607;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192608;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192609;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192610;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192612;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192701;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192704;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192705;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192706;6.701;17.37;11.964;1;3.5;28;ANUARIO DE AFOROS   ;1;;
1010;192707;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192708;3.532;9.461;4;22;3;9;ANUARIO DE AFOROS   ;1;;
1010;192710;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192711;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192801;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192802;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192803;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192804;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192805;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192806;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192807;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192808;5.368;14.377;8.25;1;3.5;24;ANUARIO DE AFOROS   ;1;;
1010;192809;3.787;9.815;6.1;30;3;8;ANUARIO DE AFOROS   ;1;;
1010;192811;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192812;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192901;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192902;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192903;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192904;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192905;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192906;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192907;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192908;4.1;10.981;6.1;1;3.5;20;ANUARIO DE AFOROS   ;1;;
1010;192909;4.417;11.448;8.25;12;3;28;ANUARIO DE AFOROS   ;1;;
1010;192910;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;192912;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193001;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193002;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193003;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193004;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193005;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193006;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193007;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193008;4.126;11.051;6.1;1;3;28;ANUARIO DE AFOROS   ;1;;
1010;193009;3.95;10.238;6;28;3;1;ANUARIO DE AFOROS   ;1;;
1010;193010;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193011;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193012;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193101;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193103;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193104;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193105;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193106;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193107;5.466;14.64;8.25;15;2.2;28;ANUARIO DE AFOROS   ;1;;
1010;193108;2.937;7.868;8.25;25;1.596;10;ANUARIO DE AFOROS   ;1;;
1010;193109;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193110;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193111;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193112;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;193201;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193202;8.25;20.671;8.25;;8.25;;'AÑOS DE LA GUERRA' ;2;;
1010;193203;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193204;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193205;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193206;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193207;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193208;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193209;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193410;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193411;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193412;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193501;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193502;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193503;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193504;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193505;6.235;16.7;8.25;;5;;'AÑOS DE LA GUERRA' ;2;;
1010;193506;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193507;3.125;8.37;5;;1.596;;'AÑOS DE LA GUERRA' ;2;;
1010;193508;1.674;4.484;2.2;;1.596;;'AÑOS DE LA GUERRA' ;2;;
1010;193509;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193510;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193511;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193512;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193601;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193602;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193603;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193604;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193605;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193606;6.353;16.467;11.964;;4.6;;'AÑOS DE LA GUERRA' ;2;;
1010;193607;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193608;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;193609;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194110;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194111;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194112;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194201;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194202;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194203;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194204;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194205;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194206;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194207;4.287;11.482;6.1;;3;;'AÑOS DE LA GUERRA' ;2;;
1010;194208;;;;;;;'AÑOS DE LA GUERRA' ;2;;
1010;194209;4.233;10.972;6.1;;3.5;;'AÑOS DE LA GUERRA' ;2;;
1010;194210;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;194211;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;194212;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;194301;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;194302;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;194303;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;194304;7.638;19.797;11.964;21;6.1;10;ANUARIO DE AFOROS   ;1;;
1010;194305;4.639;12.424;6.1;1;3.5;25;ANUARIO DE AFOROS   ;1;;
1010;194306;3.167;8.208;3.5;1;3;11;ANUARIO DE AFOROS   ;1;;
1010;194307;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;194308;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;194309;;;;;;;ANUARIO DE AFOROS   ;1;;
1010;194310;14.528;38.912;61.95;20;4;7;ANUARIO DE AFOROS   ;1;;
1010;194311;21.851;56.638;185.6;26;4;11;ANUARIO DE AFOROS   ;1;;
1010;194312;12.447;33.338;31.6;1;6.1;12;ANUARIO DE AFOROS   ;1;;
1010;194401;5.656;15.15;8.25;1;4;20;ANUARIO DE AFOROS   ;1;;
1010;194402;4.021;10.074;4.7;1;3.5;20;ANUARIO DE AFOROS   ;1;;
1010;194403;5.747;15.393;11.96;26;3.5;1;ANUARIO DE AFOROS   ;1;;
1010;194404;14.633;37.929;61.95;3;6.1;12;ANUARIO DE AFOROS   ;1;;
1010;194405;4.284;11.474;6.1;1;3.5;23;ANUARIO DE AFOROS   ;1;;
1010;194406;4.62;11.975;6.1;22;3;1;ANUARIO DE AFOROS   ;1;;
1010;194407;4.202;11.254;8.25;7;3;29;ANUARIO DE AFOROS   ;1;;
1010;194408;4.668;12.502;6.1;12;2.2;6;ANUARIO DE AFOROS   ;1;;
1010;194409;4.982;12.912;17;11;3;24;ANUARIO DE AFOROS   ;1;;
1010;194410;14.026;37.567;23.4;28;4.7;1;ANUARIO DE AFOROS   ;1;;
1010;194411;12.603;32.668;20.6;25;9;8;ANUARIO DE AFOROS   ;1;;
1010;194412;33.387;89.424;244.7;11;9;6;ANUARIO DE AFOROS   ;1;;
1010;194502;15.871;38.396;23.4;7;13.4;14;ANUARIO DE AFOROS   ;1;;
1010;194503;13.823;37.022;20.6;24;11.2;2;ANUARIO DE AFOROS   ;1;;
1010;194504;11.833;30.672;15.7;1;7.3;29;ANUARIO DE AFOROS   ;1;;
1010;194505;7.732;20.71;11.2;19;5.9;13;ANUARIO DE AFOROS   ;1;;
1010;194506;6.927;17.954;7.3;1;5.9;12;ANUARIO DE AFOROS   ;1;;
1010;194507;4.839;12.96;5.9;1;3.6;25;ANUARIO DE AFOROS   ;1;;
1010;194508;5.819;15.587;11.2;17;3.6;1;ANUARIO DE AFOROS   ;1;;
1010;194509;4.743;12.295;9;1;2.6;28;ANUARIO DE AFOROS   ;1;;
1010;194510;4.416;11.828;18.3;30;2.4;3;ANUARIO DE AFOROS   ;1;;
1010;194511;15.237;39.493;33.5;17;8;29;ANUARIO DE AFOROS   ;1;;
1010;194512;25.974;69.569;130;27;4.7;15;ANUARIO DE AFOROS   ;1;;130
1010;194601;10.874;29.125;30.3;1;4;28;ANUARIO DE AFOROS   ;1;;
1010;194602;8.484;20.524;14.3;6;4;28;ANUARIO DE AFOROS   ;1;;
1010;194603;14.261;38.197;59.3;24;4;1;ANUARIO DE AFOROS   ;1;;
1010;194604;17.31;44.868;29;3;6.6;28;ANUARIO DE AFOROS   ;1;;
1010;194605;19.868;53.214;37.8;1;12.6;26;ANUARIO DE AFOROS   ;1;;
1010;194606;15.82;41.005;108.4;1;2.4;30;ANUARIO DE AFOROS   ;1;;
1010;194607;2.51;6.722;3.5;29;1.8;12;ANUARIO DE AFOROS   ;1;;
1010;194608;6.023;16.131;8;27;2.6;6;ANUARIO DE AFOROS   ;1;;
1010;194609;5.933;15.379;8;1;3.5;28;ANUARIO DE AFOROS   ;1;;
1010;194610;7.59;20.33;33.5;22;2.9;6;ANUARIO DE AFOROS   ;1;;34.9
1010;194611;13.67;35.433;41.3;17;2.1;12;ANUARIO DE AFOROS   ;1;;42.8
1010;194612;42.726;114.437;208.5;8;14.3;1;ANUARIO DE AFOROS   ;1;;213.3
1010;194701;25.51;68.325;94;13;11.2;31;ANUARIO DE AFOROS   ;1;;96.3
1010;194702;58.586;141.731;450;22;10;1;ANUARIO DE AFOROS   ;1;;530
1010;194703;50.048;134.05;130.3;4;22.9;17;ANUARIO DE AFOROS   ;1;;136.6
1010;194704;24.633;63.85;39.4;2;19.5;20;ANUARIO DE AFOROS   ;1;;42.8
1010;194705;14.239;38.137;24;5;6;31;ANUARIO DE AFOROS   ;1;;25.2
1010;194706;5.3;13.738;6;1;5;15;ANUARIO DE AFOROS   ;1;;6
1010;194707;4.539;12.156;5;1;4;21;ANUARIO DE AFOROS   ;1;;5
1010;194708;6.41;17.168;9.4;15;4;1;ANUARIO DE AFOROS   ;1;;4
1010;194709;5.56;14.412;6.6;1;4.7;27;ANUARIO DE AFOROS   ;1;;6.6
1010;194710;6.632;17.764;22.9;28;1.6;11;ANUARIO DE AFOROS   ;1;;
1010;194711;7;18.144;22.9;29;1.5;16;ANUARIO DE AFOROS   ;1;;
1010;194712;14.019;37.549;117;29;1.5;18;ANUARIO DE AFOROS   ;1;;
1010;194801;53.458;143.182;213.3;7;11.2;5;ANUARIO DE AFOROS   ;1;;
1010;194802;26.907;67.418;94;1;11.2;23;ANUARIO DE AFOROS   ;1;;
1010;194803;9.961;26.68;14.3;3;4;27;ANUARIO DE AFOROS   ;1;;
1010;194804;5.04;13.064;10;1;2.4;30;ANUARIO DE AFOROS   ;1;;
1010;194805;5.029;13.47;16.2;30;1.8;6;ANUARIO DE AFOROS   ;1;;
1010;194806;5.607;14.532;12.6;1;1.6;29;ANUARIO DE AFOROS   ;1;;
1010;194807;2.184;5.849;2.6;3;1.6;1;ANUARIO DE AFOROS   ;1;;
1010;194808;2.381;6.376;3.1;21;1.8;1;ANUARIO DE AFOROS   ;1;;
1010;194809;2.507;6.497;3.1;7;2.1;4;ANUARIO DE AFOROS   ;1;;
1010;194810;7.242;19.397;30.3;30;1.6;13;ANUARIO DE AFOROS   ;1;;
1010;194811;10.377;26.896;26.5;7;5;28;ANUARIO DE AFOROS   ;1;;
1010;194812;11.039;29.566;26.5;13;3.5;8;ANUARIO DE AFOROS   ;1;;
1010;194901;9.629;25.79;20.6;5;4.7;30;ANUARIO DE AFOROS   ;1;;
1010;194902;5.457;13.202;8;12;3.5;7;ANUARIO DE AFOROS   ;1;;
1010;194903;8.368;22.412;15.7;6;4.7;2;ANUARIO DE AFOROS   ;1;;
1010;194904;3.77;9.772;5.5;2;2.9;25;ANUARIO DE AFOROS   ;1;;
1010;194905;2.448;6.558;3.1;5;1.8;30;ANUARIO DE AFOROS   ;1;;
1010;194906;2.583;6.696;3.5;3;1.8;1;ANUARIO DE AFOROS   ;1;;
1010;194907;1.835;4.916;2.4;11;1.6;9;ANUARIO DE AFOROS   ;1;;
1010;194908;1.629;4.363;2.1;25;1.5;6;ANUARIO DE AFOROS   ;1;;
1010;194909;1.937;5.02;2.9;29;1.5;16;ANUARIO DE AFOROS   ;1;;
1010;194910;2.887;7.733;3.5;29;2.4;12;ANUARIO DE AFOROS   ;1;;
1010;194911;6.713;17.401;14.3;22;3.1;4;ANUARIO DE AFOROS   ;1;;
1010;194912;11.284;30.223;13.4;3;9.4;27;ANUARIO DE AFOROS   ;1;;
1010;195001;8.968;24.019;10;5;8;27;ANUARIO DE AFOROS   ;1;;
1010;195002;13.489;32.633;20.6;25;8;1;ANUARIO DE AFOROS   ;1;;
1010;195003;14.6;39.105;16.2;1;12.6;14;ANUARIO DE AFOROS   ;1;;
1010;195004;12.6;32.659;14.3;1;11.7;19;ANUARIO DE AFOROS   ;1;;
1010;195005;9.674;25.911;11.2;1;7.3;9;ANUARIO DE AFOROS   ;1;;
1010;195006;10.697;27.726;15.7;12;7.3;29;ANUARIO DE AFOROS   ;1;;
1010;195007;6.155;16.485;7.3;3;5.5;16;ANUARIO DE AFOROS   ;1;;
1010;195008;3.445;9.228;4.7;1;2.9;20;ANUARIO DE AFOROS   ;1;;
1010;195009;2.863;7.422;3.5;11;2.4;27;ANUARIO DE AFOROS   ;1;;
1010;195010;3.823;10.238;4.7;6;2.9;1;ANUARIO DE AFOROS   ;1;;
1010;195011;13.837;35.865;49.9;27;3.1;6;ANUARIO DE AFOROS   ;1;;
1010;195012;22.097;59.184;33.5;22;15.7;2;ANUARIO DE AFOROS   ;1;;
1010;195101;38.406;102.868;85.7;16;19.5;1;ANUARIO DE AFOROS   ;1;;
1010;195102;66.636;161.205;160.2;19;25.2;1;ANUARIO DE AFOROS   ;1;;
1010;195103;72.39;193.89;149.5;19;44.3;9;ANUARIO DE AFOROS   ;1;;
1010;195104;37.19;96.396;44.3;1;29;30;ANUARIO DE AFOROS   ;1;;
1010;195105;27.187;72.818;41.3;24;22.9;29;ANUARIO DE AFOROS   ;1;;
1010;195106;20.903;54.181;30.3;5;13.4;27;ANUARIO DE AFOROS   ;1;;
1010;195107;7.932;21.246;12.6;1;5;29;ANUARIO DE AFOROS   ;1;;
1010;195108;3.584;9.599;5;1;2.6;29;ANUARIO DE AFOROS   ;1;;
1010;195109;2.31;5.988;2.6;1;2.1;6;ANUARIO DE AFOROS   ;1;;
1010;195110;2.655;7.111;3.5;31;2.1;1;ANUARIO DE AFOROS   ;1;;
1010;195111;21.987;56.989;83.2;18;4.7;1;ANUARIO DE AFOROS   ;1;;
1010;195112;11.123;29.791;18.3;28;6.6;16;ANUARIO DE AFOROS   ;1;;
1010;195201;17.745;47.529;36.2;12;15.7;4;ANUARIO DE AFOROS   ;1;;
1010;195202;15.334;38.422;25.2;4;11.7;26;ANUARIO DE AFOROS   ;1;;
