ref_ceh;fecha;altura;caudal
1401;13/10/1977;;33.65
1401;14/10/1977;;25.75
1401;15/10/1977;;24.36
1401;16/10/1977;;19.83
1401;17/10/1977;;48.95
1401;18/10/1977;;67.53
1401;19/10/1977;;74.02
1401;20/10/1977;;76.83
1401;21/10/1977;;72.22
1401;22/10/1977;;70.91
1401;23/10/1977;;72.16
1401;24/10/1977;;68.83
1401;25/10/1977;;70.84
1401;26/10/1977;;71.51
1401;27/10/1977;;74.42
1401;28/10/1977;;68.79
1401;29/10/1977;;75.62
1401;30/10/1977;;46.32
1401;31/10/1977;;66.7
1401;01/11/1977;;69.65
1401;02/11/1977;;65.06
1401;03/11/1977;;65.46
1401;04/11/1977;;61.52
1401;05/11/1977;;60.88
1401;06/11/1977;;42.61
1401;07/11/1977;;45.35
1401;08/11/1977;;61.94
1401;09/11/1977;;65.06
1401;10/11/1977;;65.28
1401;11/11/1977;;67.53
1401;12/11/1977;;65.25
1401;13/11/1977;;44.99
1401;14/11/1977;;39.55
1401;15/11/1977;;55.64
1401;16/11/1977;;64.93
1401;17/11/1977;;60.93
1401;18/11/1977;;62.24
1401;19/11/1977;;65.81
1401;20/11/1977;;29.92
1401;21/11/1977;;50.63
1401;22/11/1977;;72.5
1401;23/11/1977;;66.42
1401;24/11/1977;;56.81
1401;25/11/1977;;31.99
1401;26/11/1977;;43.8
1401;27/11/1977;;23.63
1401;28/11/1977;;28.34
1401;29/11/1977;;43.51
1401;30/11/1977;;46.82
1401;01/12/1977;;40.89
1401;02/12/1977;;41.03
1401;03/12/1977;;34.35
1401;04/12/1977;;12.86
1401;05/12/1977;;34.51
1401;06/12/1977;;73.89
1401;07/12/1977;;71.54
1401;08/12/1977;;76.94
1401;09/12/1977;;71.34
1401;10/12/1977;;71.83
1401;11/12/1977;;75.72
1401;12/12/1977;;76.3
1401;13/12/1977;;74.53
1401;14/12/1977;;70.77
1401;15/12/1977;;74.48
1401;16/12/1977;;73.29
1401;17/12/1977;;75.92
1401;18/12/1977;;72.16
1401;19/12/1977;;75.34
1401;20/12/1977;;76.03
1401;21/12/1977;;74.45
1401;22/12/1977;;66.33
1401;23/12/1977;;69.1
1401;24/12/1977;;70.69
1401;25/12/1977;;67.02
1401;26/12/1977;;56.25
1401;27/12/1977;;65.99
1401;28/12/1977;;65.47
1401;29/12/1977;;53.97
1401;30/12/1977;;40.82
1401;31/12/1977;;44.71
1401;01/01/1978;;66.35
1401;02/01/1978;;67.09
1401;03/01/1978;;51.31
1401;04/01/1978;;71.88
1401;05/01/1978;;60.28
1401;06/01/1978;;55.58
1401;07/01/1978;;77.37
1401;08/01/1978;;62.82
1401;09/01/1978;;56.26
1401;10/01/1978;;64.77
1401;11/01/1978;;58.75
1401;12/01/1978;;70.92
1401;13/01/1978;;69.83
1401;14/01/1978;;69.53
1401;15/01/1978;;66.46
1401;16/01/1978;;62.95
1401;17/01/1978;;70.79
1401;18/01/1978;;66.75
1401;19/01/1978;;57.49
1401;20/01/1978;;66.09
1401;21/01/1978;;71.19
1401;22/01/1978;;76.28
1401;23/01/1978;;69.94
1401;24/01/1978;;51.36
1401;25/01/1978;;37.16
1401;26/01/1978;;46.74
1401;27/01/1978;;59.33
1401;28/01/1978;;28.24
1401;29/01/1978;;70.22
1401;30/01/1978;;70.94
1401;31/01/1978;;36.11
1401;01/02/1978;;49.6
1401;02/02/1978;;62.6
1401;03/02/1978;;66.54
1401;04/02/1978;;68.52
1401;05/02/1978;;78.83
1401;06/02/1978;;72.23
1401;07/02/1978;;69.1
1401;08/02/1978;;67.92
1401;09/02/1978;;67.19
1401;10/02/1978;;59.74
1401;11/02/1978;;64.93
1401;12/02/1978;;77.12
1401;13/02/1978;;69.88
1401;14/02/1978;;64.74
1401;15/02/1978;;55.33
1401;16/02/1978;;27.53
1401;17/02/1978;;45.82
1401;18/02/1978;;35.91
1401;19/02/1978;;55.49
1401;20/02/1978;;52.69
1401;21/02/1978;;0
1401;22/02/1978;;1.85
1401;23/02/1978;;0
1401;24/02/1978;;0
1401;25/02/1978;;0
1401;26/02/1978;;0
1401;27/02/1978;;0
1401;28/02/1978;;0
1401;01/03/1978;;0
1401;02/03/1978;;0
1401;03/03/1978;;0
1401;04/03/1978;;0
1401;05/03/1978;;54.48
1401;06/03/1978;;51.3
1401;07/03/1978;;39.35
1401;08/03/1978;;63.15
1401;09/03/1978;;63.9
1401;10/03/1978;;58.71
1401;11/03/1978;;52.43
1401;12/03/1978;;72.8
1401;13/03/1978;;71.81
1401;14/03/1978;;51.11
1401;15/03/1978;;49.7
1401;16/03/1978;;52.77
1401;17/03/1978;;42.77
1401;18/03/1978;;39.24
1401;19/03/1978;;17.95
1401;20/03/1978;;35.02
1401;21/03/1978;;32.38
1401;22/03/1978;;36.36
1401;23/03/1978;;45.96
1401;24/03/1978;;50.91
1401;25/03/1978;;66.95
1401;26/03/1978;;73.31
1401;27/03/1978;;68.05
1401;28/03/1978;;65.78
1401;29/03/1978;;39.72
1401;30/03/1978;;59.88
1401;31/03/1978;;59.64
1401;01/04/1978;;74.97
1401;02/04/1978;;74.41
1401;03/04/1978;;64.73
1401;04/04/1978;;70.74
1401;05/04/1978;;70.1
1401;06/04/1978;;73.68
1401;07/04/1978;;75.66
1401;08/04/1978;;78.56
1401;09/04/1978;;71.77
1401;10/04/1978;;68.27
1401;11/04/1978;;47.6
1401;12/04/1978;;43.88
1401;13/04/1978;;29.37
1401;14/04/1978;;43.49
1401;15/04/1978;;55.98
1401;16/04/1978;;72.71
1401;17/04/1978;;73.37
1401;18/04/1978;;65.76
1401;19/04/1978;;64.51
1401;20/04/1978;;66.03
1401;21/04/1978;;67.5
1401;22/04/1978;;70.02
1401;23/04/1978;;70.15
1401;24/04/1978;;63.51
1401;25/04/1978;;65.74
1401;26/04/1978;;71.8
1401;27/04/1978;;73.34
1401;28/04/1978;;67.93
1401;29/04/1978;;67.57
1401;30/04/1978;;71.13
1401;01/05/1978;;68.33
1401;02/05/1978;;67.31
1401;03/05/1978;;68.16
1401;04/05/1978;;75.26
1401;05/05/1978;;67.06
1401;06/05/1978;;71.92
1401;07/05/1978;;76.76
1401;08/05/1978;;63.37
1401;09/05/1978;;42.42
1401;10/05/1978;;43.32
1401;11/05/1978;;50.4
1401;12/05/1978;;69.6
1401;13/05/1978;;65.02
1401;14/05/1978;;69.44
1401;15/05/1978;;69.76
1401;16/05/1978;;69.82
1401;17/05/1978;;70.32
1401;18/05/1978;;70.83
1401;19/05/1978;;72.03
1401;20/05/1978;;73.71
1401;21/05/1978;;74.35
1401;22/05/1978;;69.07
1401;23/05/1978;;70.85
1401;24/05/1978;;60.12
1401;25/05/1978;;64.29
1401;26/05/1978;;69.51
1401;27/05/1978;;69.48
1401;28/05/1978;;66.51
1401;29/05/1978;;65.79
1401;30/05/1978;;63.95
1401;31/05/1978;;61.13
1401;01/06/1978;;66.99
1401;02/06/1978;;67.49
1401;03/06/1978;;68.11
1401;04/06/1978;;48.76
1401;05/06/1978;;57.5
1401;06/06/1978;;67.76
1401;07/06/1978;;72.54
1401;08/06/1978;;72.24
1401;09/06/1978;;67.03
1401;10/06/1978;;71.64
1401;11/06/1978;;74.44
1401;12/06/1978;;69.93
1401;13/06/1978;;72
1401;14/06/1978;;71.4
1401;15/06/1978;;70.86
1401;16/06/1978;;71.61
1401;17/06/1978;;70.76
1401;18/06/1978;;66.36
1401;19/06/1978;;62.73
1401;20/06/1978;;68.97
1401;21/06/1978;;69.48
1401;22/06/1978;;66.3
1401;23/06/1978;;70.38
1401;24/06/1978;;68.09
1401;25/06/1978;;62.26
1401;26/06/1978;;59.95
1401;27/06/1978;;55.55
1401;28/06/1978;;69.7
1401;29/06/1978;;67.58
1401;30/06/1978;;66.92
1401;01/07/1978;;66.46
1401;02/07/1978;;49.82
1401;03/07/1978;;53.72
1401;04/07/1978;;64.86
1401;05/07/1978;;68.23
1401;06/07/1978;;65.68
1401;07/07/1978;;63.9
1401;08/07/1978;;65.25
1401;09/07/1978;;37.41
1401;10/07/1978;;48.79
1401;11/07/1978;;61.95
1401;12/07/1978;;67.35
1401;13/07/1978;;69.26
1401;14/07/1978;;70.03
1401;15/07/1978;;69.22
1401;16/07/1978;;37.86
1401;17/07/1978;;58.44
1401;18/07/1978;;61.53
1401;19/07/1978;;68.15
1401;20/07/1978;;73.45
1401;21/07/1978;;68.49
1401;22/07/1978;;66.29
1401;23/07/1978;;40.73
1401;24/07/1978;;53.66
1401;25/07/1978;;41.15
1401;26/07/1978;;50.1
1401;27/07/1978;;59.06
1401;28/07/1978;;70.32
1401;29/07/1978;;74.8
1401;30/07/1978;;60.16
1401;31/07/1978;;52.39
1401;01/08/1978;;44.71
1401;02/08/1978;;49.76
1401;03/08/1978;;48.53
1401;04/08/1978;;45.06
1401;05/08/1978;;51.18
1401;06/08/1978;;27.19
1401;07/08/1978;;48.65
1401;08/08/1978;;57.48
1401;09/08/1978;;72.76
1401;10/08/1978;;60.44
1401;11/08/1978;;57.61
1401;12/08/1978;;62.09
1401;13/08/1978;;26.48
1401;14/08/1978;;46.29
1401;15/08/1978;;48.91
1401;16/08/1978;;61.44
1401;17/08/1978;;68.57
1401;18/08/1978;;69.49
1401;19/08/1978;;69.89
1401;20/08/1978;;53.14
1401;21/08/1978;;47.87
1401;22/08/1978;;52.34
1401;23/08/1978;;57.13
1401;24/08/1978;;65.45
1401;25/08/1978;;66.5
1401;26/08/1978;;72.14
1401;27/08/1978;;67.15
1401;28/08/1978;;65.19
1401;29/08/1978;;60.63
1401;30/08/1978;;30.32
1401;31/08/1978;;19.07
1401;01/09/1978;;11.22
1401;02/09/1978;;13.13
1401;03/09/1978;;5.97
1401;04/09/1978;;22.44
1401;05/09/1978;;15.18
1401;06/09/1978;;25.62
1401;07/09/1978;;20.59
1401;08/09/1978;;15.13
1401;09/09/1978;;17.96
1401;10/09/1978;;7.53
1401;11/09/1978;;13.76
1401;12/09/1978;;6.31
1401;13/09/1978;;10.88
1401;14/09/1978;;14.92
1401;15/09/1978;;19.33
1401;16/09/1978;;37.49
1401;17/09/1978;;29.02
1401;18/09/1978;;22.73
1401;19/09/1978;;28.95
1401;20/09/1978;;29.44
1401;21/09/1978;;28.36
1401;22/09/1978;;1.68
1401;23/09/1978;;0
1401;24/09/1978;;0.25
1401;25/09/1978;;17.64
1401;26/09/1978;;39.06
1401;27/09/1978;;31.16
1401;28/09/1978;;31.12
1401;29/09/1978;;35.06
1401;30/09/1978;;31.39
1402;01/10/1961;;0
1402;02/10/1961;;0
1402;03/10/1961;;0
1402;04/10/1961;;0
1402;05/10/1961;;0
1402;06/10/1961;;0
1402;07/10/1961;;0
1402;08/10/1961;;0
1402;09/10/1961;;0
1402;10/10/1961;;0
1402;11/10/1961;;0
1402;12/10/1961;;0
1402;13/10/1961;;0
1402;14/10/1961;;0
1402;15/10/1961;;0
1402;16/10/1961;;0
1402;17/10/1961;;0
1402;18/10/1961;;0
1402;19/10/1961;;0
1402;20/10/1961;;0
1402;21/10/1961;;0
1402;22/10/1961;;0
1402;23/10/1961;;0
1402;24/10/1961;;0
1402;25/10/1961;;0
1402;26/10/1961;;0
1402;27/10/1961;;0
1402;28/10/1961;;0
1402;29/10/1961;;0
1402;30/10/1961;;0
1402;31/10/1961;;0
1402;01/11/1961;;0
1402;02/11/1961;;0
1402;03/11/1961;;0
1402;04/11/1961;;0
1402;05/11/1961;;0
1402;06/11/1961;;0
1402;07/11/1961;;0
1402;08/11/1961;;0
1402;09/11/1961;;0
1402;10/11/1961;;0
1402;11/11/1961;;0
1402;12/11/1961;;0
1402;13/11/1961;;0
1402;14/11/1961;;0
1402;15/11/1961;;0
1402;16/11/1961;;0
1402;17/11/1961;;0
1402;18/11/1961;;0
1402;19/11/1961;;0
1402;20/11/1961;;0
1402;21/11/1961;;0
1402;22/11/1961;;0
1402;23/11/1961;;0
1402;24/11/1961;;0
1402;25/11/1961;;0
1402;26/11/1961;;0
1402;27/11/1961;;0
1402;28/11/1961;;0
1402;29/11/1961;;0
1402;30/11/1961;;0
1402;01/12/1961;;0
1402;02/12/1961;;0
1402;03/12/1961;;0
1402;04/12/1961;;0
1402;05/12/1961;;0
1402;06/12/1961;;0
1402;07/12/1961;;0
1402;08/12/1961;;0
1402;09/12/1961;;0
1402;10/12/1961;;0
1402;11/12/1961;;0
1402;12/12/1961;;0
1402;13/12/1961;;0
1402;14/12/1961;;0
1402;15/12/1961;;0
1402;16/12/1961;;0
1402;17/12/1961;;0
1402;18/12/1961;;0
1402;19/12/1961;;0
1402;20/12/1961;;0
1402;21/12/1961;;0
1402;22/12/1961;;0
1402;23/12/1961;;0
1402;24/12/1961;;0
1402;25/12/1961;;0
1402;26/12/1961;;43.5
1402;27/12/1961;;0
1402;28/12/1961;;22.5
1402;29/12/1961;;47
1402;30/12/1961;;40
1402;31/12/1961;;45
1402;01/01/1962;;43.5
1402;02/01/1962;;32
1402;03/01/1962;;59
1402;04/01/1962;;45
1402;05/01/1962;;36
1402;06/01/1962;;0
1402;07/01/1962;;0
1402;08/01/1962;;0
1402;09/01/1962;;0
1402;10/01/1962;;40.5
1402;11/01/1962;;39
1402;12/01/1962;;36
1402;13/01/1962;;20
1402;14/01/1962;;60
1402;15/01/1962;;0
1402;16/01/1962;;0
1402;17/01/1962;;0
1402;18/01/1962;;0
1402;19/01/1962;;0
1402;20/01/1962;;0
1402;21/01/1962;;0
1402;22/01/1962;;0
1402;23/01/1962;;0
1402;24/01/1962;;0
1402;25/01/1962;;0
1402;26/01/1962;;0
1402;27/01/1962;;0
1402;28/01/1962;;0
1402;29/01/1962;;0
1402;30/01/1962;;0
1402;31/01/1962;;0
1402;01/02/1962;;0
1402;02/02/1962;;0
1402;03/02/1962;;0
1402;04/02/1962;;0
1402;05/02/1962;;0
1402;06/02/1962;;0
1402;07/02/1962;;0
1402;08/02/1962;;0
1402;09/02/1962;;0
1402;10/02/1962;;0
1402;11/02/1962;;0
1402;12/02/1962;;0
1402;13/02/1962;;0
1402;14/02/1962;;0
1402;15/02/1962;;0
1402;16/02/1962;;0
1402;17/02/1962;;0
1402;18/02/1962;;0
1402;19/02/1962;;0
1402;20/02/1962;;0
1402;21/02/1962;;0
1402;22/02/1962;;0
1402;23/02/1962;;0
1402;24/02/1962;;0
1402;25/02/1962;;0
1402;26/02/1962;;0
1402;27/02/1962;;0
1402;28/02/1962;;0
1402;01/03/1962;;0
1402;02/03/1962;;0
1402;03/03/1962;;0
1402;04/03/1962;;0
1402;05/03/1962;;0
1402;06/03/1962;;0
1402;07/03/1962;;0
1402;08/03/1962;;0
1402;09/03/1962;;0
1402;10/03/1962;;33.55
1402;11/03/1962;;0
1402;12/03/1962;;0
1402;13/03/1962;;0
1402;14/03/1962;;0
1402;15/03/1962;;0
1402;16/03/1962;;0
1402;17/03/1962;;0
1402;18/03/1962;;0
1402;19/03/1962;;0
1402;20/03/1962;;0
1402;21/03/1962;;0
1402;22/03/1962;;0
1402;23/03/1962;;0
1402;24/03/1962;;0
1402;25/03/1962;;0
1402;26/03/1962;;0
1402;27/03/1962;;0
1402;28/03/1962;;0
1402;29/03/1962;;0
1402;30/03/1962;;60
1402;31/03/1962;;50
1402;01/04/1962;;55
1402;02/04/1962;;75
1402;03/04/1962;;25.2
1402;04/04/1962;;0
1402;05/04/1962;;0
1402;06/04/1962;;0
1402;07/04/1962;;0
1402;08/04/1962;;0
1402;09/04/1962;;0
1402;10/04/1962;;0
1402;11/04/1962;;0
1402;12/04/1962;;0
1402;13/04/1962;;0
1402;14/04/1962;;0
1402;15/04/1962;;0
1402;16/04/1962;;0
1402;17/04/1962;;0
1402;18/04/1962;;0
1402;19/04/1962;;0
1402;20/04/1962;;0
1402;21/04/1962;;0
1402;22/04/1962;;0
1402;23/04/1962;;0
1402;24/04/1962;;0
1402;25/04/1962;;0
1402;26/04/1962;;0
1402;27/04/1962;;0
1402;28/04/1962;;0
1402;29/04/1962;;0
1402;30/04/1962;;0
1402;01/05/1962;;0
1402;02/05/1962;;0
1402;03/05/1962;;0
1402;04/05/1962;;0
1402;05/05/1962;;0
1402;06/05/1962;;0
1402;07/05/1962;;0
1402;08/05/1962;;0
1402;09/05/1962;;0
1402;10/05/1962;;0
1402;11/05/1962;;0
1402;12/05/1962;;0
1402;13/05/1962;;0
1402;14/05/1962;;0
1402;15/05/1962;;0
1402;16/05/1962;;0
1402;17/05/1962;;0
1402;18/05/1962;;0
1402;19/05/1962;;0
1402;20/05/1962;;0
1402;21/05/1962;;0
1402;22/05/1962;;0
1402;23/05/1962;;0
1402;24/05/1962;;0
1402;25/05/1962;;0
1402;26/05/1962;;0
1402;27/05/1962;;0
1402;28/05/1962;;0
1402;29/05/1962;;0
1402;30/05/1962;;0
1402;31/05/1962;;0
1402;01/06/1962;;0
1402;02/06/1962;;0
1402;03/06/1962;;0
1402;04/06/1962;;0
1402;05/06/1962;;0
1402;06/06/1962;;0
1402;07/06/1962;;0
1402;08/06/1962;;0
1402;09/06/1962;;0
1402;10/06/1962;;0
1402;11/06/1962;;0
1402;12/06/1962;;0
1402;13/06/1962;;0
1402;14/06/1962;;0
1402;15/06/1962;;0
1402;16/06/1962;;0
1402;17/06/1962;;0
1402;18/06/1962;;0
1402;19/06/1962;;0
1402;20/06/1962;;0
1402;21/06/1962;;0
1402;22/06/1962;;0
1402;23/06/1962;;0
1402;24/06/1962;;0
1402;25/06/1962;;0
1402;26/06/1962;;0
1402;27/06/1962;;0
1402;28/06/1962;;0
1402;29/06/1962;;0
1402;30/06/1962;;0
1402;01/07/1962;;0
1402;02/07/1962;;0
1402;03/07/1962;;0
1402;04/07/1962;;0
1402;05/07/1962;;0
1402;06/07/1962;;0
1402;07/07/1962;;0
1402;08/07/1962;;0
1402;09/07/1962;;0
1402;10/07/1962;;0
1402;11/07/1962;;0
1402;12/07/1962;;0
1402;13/07/1962;;0
1402;14/07/1962;;0
1402;15/07/1962;;0
1402;16/07/1962;;0
1402;17/07/1962;;0
1402;18/07/1962;;0
1402;19/07/1962;;0
1402;20/07/1962;;0
1402;21/07/1962;;0
1402;22/07/1962;;0
1402;23/07/1962;;0
1402;24/07/1962;;0
1402;25/07/1962;;0
1402;26/07/1962;;0
1402;27/07/1962;;0
1402;28/07/1962;;0
1402;29/07/1962;;0
1402;30/07/1962;;0
1402;31/07/1962;;0
1402;01/08/1962;;0
1402;02/08/1962;;0
1402;03/08/1962;;0
1402;04/08/1962;;0
1402;05/08/1962;;0
1402;06/08/1962;;0
1402;07/08/1962;;0
1402;08/08/1962;;0
1402;09/08/1962;;0
1402;10/08/1962;;0
1402;11/08/1962;;0
1402;12/08/1962;;0
1402;13/08/1962;;0
1402;14/08/1962;;0
1402;15/08/1962;;0
1402;16/08/1962;;0
1402;17/08/1962;;0
1402;18/08/1962;;0
1402;19/08/1962;;0
1402;20/08/1962;;0
1402;21/08/1962;;0
1402;22/08/1962;;0
1402;23/08/1962;;0
1402;24/08/1962;;0
1402;25/08/1962;;0
1402;26/08/1962;;0
1402;27/08/1962;;0
1402;28/08/1962;;0
1402;29/08/1962;;0
1402;30/08/1962;;0
1402;31/08/1962;;0
1402;01/09/1962;;0
1402;02/09/1962;;0
1402;03/09/1962;;0
1402;04/09/1962;;0
1402;05/09/1962;;0
1402;06/09/1962;;0
1402;07/09/1962;;0
1402;08/09/1962;;0
1402;09/09/1962;;0
1402;10/09/1962;;0
1402;11/09/1962;;0
1402;12/09/1962;;0
1402;13/09/1962;;0
1402;14/09/1962;;0
1402;15/09/1962;;0
1402;16/09/1962;;0
1402;17/09/1962;;0
1402;18/09/1962;;0
1402;19/09/1962;;0
1402;20/09/1962;;0
1402;21/09/1962;;0
1402;22/09/1962;;0
1402;23/09/1962;;0
1402;24/09/1962;;0
1402;25/09/1962;;0
1402;26/09/1962;;0
1402;27/09/1962;;0
1402;28/09/1962;;0
1402;29/09/1962;;0
1402;30/09/1962;;0
1402;01/10/1963;;0
1402;02/10/1963;;0
1402;03/10/1963;;0
1402;04/10/1963;;0
1402;05/10/1963;;0
1402;06/10/1963;;0
1402;07/10/1963;;0
1402;08/10/1963;;0
1402;09/10/1963;;0
1402;10/10/1963;;0
1402;11/10/1963;;0
1402;12/10/1963;;0
1402;13/10/1963;;0
1402;14/10/1963;;0
1402;15/10/1963;;0
1402;16/10/1963;;0
1402;17/10/1963;;0
1402;18/10/1963;;0
1402;19/10/1963;;0
1402;20/10/1963;;0
1402;21/10/1963;;0
1402;22/10/1963;;0
1402;23/10/1963;;0
1402;24/10/1963;;0
1402;25/10/1963;;0
1402;26/10/1963;;0
1402;27/10/1963;;0
1402;28/10/1963;;0
1402;29/10/1963;;0
1402;30/10/1963;;0
1402;31/10/1963;;0
1402;01/11/1963;;0
1402;02/11/1963;;0
1402;03/11/1963;;0
1402;04/11/1963;;0
1402;05/11/1963;;0
1402;06/11/1963;;0
1402;07/11/1963;;0
1402;08/11/1963;;0
1402;09/11/1963;;0
1402;10/11/1963;;0
1402;11/11/1963;;0
1402;12/11/1963;;0
1402;13/11/1963;;0
1402;14/11/1963;;0
1402;15/11/1963;;0
1402;16/11/1963;;0
1402;17/11/1963;;0
1402;18/11/1963;;0
1402;19/11/1963;;0
1402;20/11/1963;;0
1402;21/11/1963;;0
1402;22/11/1963;;0
1402;23/11/1963;;0
1402;24/11/1963;;0
1402;25/11/1963;;0
1402;26/11/1963;;0
1402;27/11/1963;;0
1402;28/11/1963;;0
1402;29/11/1963;;0
1402;30/11/1963;;0
1402;01/12/1963;;0
1402;02/12/1963;;0
1402;03/12/1963;;0
1402;04/12/1963;;0
1402;05/12/1963;;0
1402;06/12/1963;;4.75
1402;07/12/1963;;0
1402;08/12/1963;;0
1402;09/12/1963;;0
1402;10/12/1963;;0
1402;11/12/1963;;0.9
1402;12/12/1963;;0
1402;13/12/1963;;0
1402;14/12/1963;;0
1402;15/12/1963;;0
1402;16/12/1963;;0
1402;17/12/1963;;0
1402;18/12/1963;;0
1402;19/12/1963;;0
1402;20/12/1963;;0
1402;21/12/1963;;0
1402;22/12/1963;;0
1402;23/12/1963;;0
1402;24/12/1963;;0
1402;25/12/1963;;0
1402;26/12/1963;;0
1402;27/12/1963;;0
1402;28/12/1963;;0
1402;29/12/1963;;0
1402;30/12/1963;;0
1402;31/12/1963;;0
1402;01/01/1964;;0
1402;02/01/1964;;0
1402;03/01/1964;;0
1402;04/01/1964;;0
1402;05/01/1964;;0
1402;06/01/1964;;0
1402;07/01/1964;;0
1402;08/01/1964;;0
1402;09/01/1964;;0
1402;10/01/1964;;0
1402;11/01/1964;;0
1402;12/01/1964;;0
1402;13/01/1964;;0
1402;14/01/1964;;0
1402;15/01/1964;;0
1402;16/01/1964;;0
1402;17/01/1964;;0
1402;18/01/1964;;0
1402;19/01/1964;;0
1402;20/01/1964;;0
1402;21/01/1964;;0
1402;22/01/1964;;0
1402;23/01/1964;;0
1402;24/01/1964;;0
1402;25/01/1964;;0
1402;26/01/1964;;0
1402;27/01/1964;;0
1402;28/01/1964;;0
1402;29/01/1964;;0
1402;30/01/1964;;0
1402;31/01/1964;;0
1402;01/02/1964;;0
1402;02/02/1964;;0
1402;03/02/1964;;0
1402;04/02/1964;;0
1402;05/02/1964;;0
1402;06/02/1964;;0
1402;07/02/1964;;0
1402;08/02/1964;;0
1402;09/02/1964;;0
1402;10/02/1964;;0
1402;11/02/1964;;0
1402;12/02/1964;;0
1402;13/02/1964;;0
1402;14/02/1964;;0
1402;15/02/1964;;0
1402;16/02/1964;;0
1402;17/02/1964;;0
1402;18/02/1964;;0
1402;19/02/1964;;0
1402;20/02/1964;;0
1402;21/02/1964;;0
1402;22/02/1964;;0
1402;23/02/1964;;0
1402;24/02/1964;;0
1402;25/02/1964;;4.87
1402;26/02/1964;;63.68
1402;27/02/1964;;72.3
1402;28/02/1964;;0
1402;29/02/1964;;0
1402;01/03/1964;;0
1402;02/03/1964;;0
1402;03/03/1964;;0
1402;04/03/1964;;0
1402;05/03/1964;;0
1402;06/03/1964;;0
1402;07/03/1964;;0
1402;08/03/1964;;0
1402;09/03/1964;;0
1402;10/03/1964;;0
1402;11/03/1964;;7.67
1402;12/03/1964;;46.58
1402;13/03/1964;;0.58
1402;14/03/1964;;43.54
1402;15/03/1964;;39.15
1402;16/03/1964;;0
1402;17/03/1964;;0
1402;18/03/1964;;0
1402;19/03/1964;;1.9
1402;20/03/1964;;60.54
1402;21/03/1964;;68.51
1402;22/03/1964;;68.75
1402;23/03/1964;;44.48
1402;24/03/1964;;32.57
1402;25/03/1964;;35.59
1402;26/03/1964;;0
1402;27/03/1964;;0
1402;28/03/1964;;0
1402;29/03/1964;;0
1402;30/03/1964;;0
1402;31/03/1964;;0
1402;01/04/1964;;0
1402;02/04/1964;;0
1402;03/04/1964;;0
1402;04/04/1964;;0
1402;05/04/1964;;0
1402;06/04/1964;;0
1402;07/04/1964;;0
1402;08/04/1964;;0
1402;09/04/1964;;0
1402;10/04/1964;;0
1402;11/04/1964;;0
1402;12/04/1964;;0
1402;13/04/1964;;0
1402;14/04/1964;;0
1402;15/04/1964;;0
1402;16/04/1964;;0
1402;17/04/1964;;0
1402;18/04/1964;;0
1402;19/04/1964;;0
1402;20/04/1964;;0
1402;21/04/1964;;0
1402;22/04/1964;;0
1402;23/04/1964;;0
1402;24/04/1964;;0
1402;25/04/1964;;0
1402;26/04/1964;;0
1402;27/04/1964;;0
1402;28/04/1964;;0
1402;29/04/1964;;0
1402;30/04/1964;;0
1402;01/05/1964;;0
1402;02/05/1964;;0
1402;03/05/1964;;0
1402;04/05/1964;;0
1402;05/05/1964;;0
1402;06/05/1964;;0
1402;07/05/1964;;0
1402;08/05/1964;;0
1402;09/05/1964;;0
1402;10/05/1964;;0
1402;11/05/1964;;0
1402;12/05/1964;;0
1402;13/05/1964;;0
1402;14/05/1964;;0
1402;15/05/1964;;0
1402;16/05/1964;;0
1402;17/05/1964;;0
1402;18/05/1964;;0
1402;19/05/1964;;0
1402;20/05/1964;;0
1402;21/05/1964;;0
1402;22/05/1964;;0
1402;23/05/1964;;0
1402;24/05/1964;;0
1402;25/05/1964;;0
1402;26/05/1964;;0
1402;27/05/1964;;0
1402;28/05/1964;;0
1402;29/05/1964;;0
1402;30/05/1964;;0
1402;31/05/1964;;0
1402;01/06/1964;;0
1402;02/06/1964;;0
1402;03/06/1964;;0
1402;04/06/1964;;0
1402;05/06/1964;;0
1402;06/06/1964;;0
1402;07/06/1964;;0
1402;08/06/1964;;0
1402;09/06/1964;;0
1402;10/06/1964;;0
1402;11/06/1964;;0
1402;12/06/1964;;0
1402;13/06/1964;;0
1402;14/06/1964;;0
1402;15/06/1964;;0
1402;16/06/1964;;0
1402;17/06/1964;;0
1402;18/06/1964;;0
1402;19/06/1964;;0
1402;20/06/1964;;0
1402;21/06/1964;;0
1402;22/06/1964;;0
1402;23/06/1964;;0
1402;24/06/1964;;0
1402;25/06/1964;;0
1402;26/06/1964;;0
1402;27/06/1964;;0
1402;28/06/1964;;0
1402;29/06/1964;;0
1402;30/06/1964;;0
1402;01/07/1964;;0
1402;02/07/1964;;0
1402;03/07/1964;;0
1402;04/07/1964;;0
1402;05/07/1964;;0
1402;06/07/1964;;0
1402;07/07/1964;;0
1402;08/07/1964;;0
1402;09/07/1964;;0
1402;10/07/1964;;0
1402;11/07/1964;;0
1402;12/07/1964;;0
1402;13/07/1964;;0
1402;14/07/1964;;0
1402;15/07/1964;;0
1402;16/07/1964;;0
1402;17/07/1964;;0
1402;18/07/1964;;0
1402;19/07/1964;;0
1402;20/07/1964;;0
1402;21/07/1964;;0
1402;22/07/1964;;0
1402;23/07/1964;;0
1402;24/07/1964;;0
1402;25/07/1964;;0
1402;26/07/1964;;0
1402;27/07/1964;;0
