ref_ceh;fecha;altura;caudal
1401;01/10/1961;;48
1401;02/10/1961;;38.5
1401;03/10/1961;;35.5
1401;04/10/1961;;44
1401;05/10/1961;;30
1401;06/10/1961;;40
1401;07/10/1961;;47
1401;08/10/1961;;43.08
1401;09/10/1961;;62
1401;10/10/1961;;70
1401;11/10/1961;;80
1401;12/10/1961;;68
1401;13/10/1961;;60
1401;14/10/1961;;64
1401;15/10/1961;;54.55
1401;16/10/1961;;57
1401;17/10/1961;;56.98
1401;18/10/1961;;66.06
1401;19/10/1961;;62.5
1401;20/10/1961;;67.28
1401;21/10/1961;;76.13
1401;22/10/1961;;68.35
1401;23/10/1961;;79.76
1401;24/10/1961;;80.5
1401;25/10/1961;;80
1401;26/10/1961;;74
1401;27/10/1961;;62.5
1401;28/10/1961;;63.7
1401;29/10/1961;;60
1401;30/10/1961;;62
1401;31/10/1961;;65
1401;01/11/1961;;73
1401;02/11/1961;;76
1401;03/11/1961;;76
1401;04/11/1961;;76
1401;05/11/1961;;63
1401;06/11/1961;;72
1401;07/11/1961;;74
1401;08/11/1961;;67
1401;09/11/1961;;74
1401;10/11/1961;;70
1401;11/11/1961;;76
1401;12/11/1961;;79
1401;13/11/1961;;77.78
1401;14/11/1961;;64
1401;15/11/1961;;80
1401;16/11/1961;;80
1401;17/11/1961;;80
1401;18/11/1961;;80
1401;19/11/1961;;80
1401;20/11/1961;;80
1401;21/11/1961;;80
1401;22/11/1961;;80
1401;23/11/1961;;80
1401;24/11/1961;;70
1401;25/11/1961;;76.5
1401;26/11/1961;;76
1401;27/11/1961;;70
1401;28/11/1961;;72
1401;29/11/1961;;70
1401;30/11/1961;;50
1401;01/12/1961;;47
1401;02/12/1961;;74
1401;03/12/1961;;55
1401;04/12/1961;;75
1401;05/12/1961;;80
1401;06/12/1961;;75
1401;07/12/1961;;75
1401;08/12/1961;;80
1401;09/12/1961;;70
1401;10/12/1961;;78.98
1401;11/12/1961;;74
1401;12/12/1961;;76
1401;13/12/1961;;72
1401;14/12/1961;;65
1401;15/12/1961;;80
1401;16/12/1961;;80
1401;17/12/1961;;75
1401;18/12/1961;;80
1401;19/12/1961;;80
1401;20/12/1961;;80
1401;21/12/1961;;73
1401;22/12/1961;;80
1401;23/12/1961;;80
1401;24/12/1961;;76
1401;25/12/1961;;55.5
1401;26/12/1961;;0
1401;27/12/1961;;5
1401;28/12/1961;;0
1401;29/12/1961;;0
1401;30/12/1961;;0
1401;31/12/1961;;0
1401;01/01/1962;;0
1401;02/01/1962;;0
1401;03/01/1962;;0
1401;04/01/1962;;0
1401;05/01/1962;;0
1401;06/01/1962;;57
1401;07/01/1962;;54.3
1401;08/01/1962;;55
1401;09/01/1962;;76.85
1401;10/01/1962;;0
1401;11/01/1962;;0
1401;12/01/1962;;0
1401;13/01/1962;;0
1401;14/01/1962;;0
1401;15/01/1962;;25
1401;16/01/1962;;31
1401;18/01/1962;;32
1401;19/01/1962;;33
1401;20/01/1962;;35
1401;21/01/1962;;42
1401;22/01/1962;;42
1401;23/01/1962;;35
1401;24/01/1962;;35
1401;25/01/1962;;36
1401;26/01/1962;;55
1401;27/01/1962;;73.25
1401;28/01/1962;;80
1401;29/01/1962;;70
1401;30/01/1962;;75
1401;31/01/1962;;70
1401;01/02/1962;;80
1401;02/02/1962;;80
1401;03/02/1962;;80
1401;04/02/1962;;80
1401;05/02/1962;;75
1401;06/02/1962;;80
1401;07/02/1962;;80
1401;08/02/1962;;80
1401;09/02/1962;;77
1401;10/02/1962;;80
1401;11/02/1962;;80
1401;12/02/1962;;80
1401;13/02/1962;;76
1401;14/02/1962;;73.5
1401;15/02/1962;;74.5
1401;16/02/1962;;66.5
1401;17/02/1962;;76
1401;18/02/1962;;79
1401;19/02/1962;;59
1401;20/02/1962;;80
1401;21/02/1962;;76
1401;22/02/1962;;77
1401;23/02/1962;;68
1401;24/02/1962;;60
1401;25/02/1962;;47
1401;26/02/1962;;51
1401;27/02/1962;;55
1401;28/02/1962;;65
1401;01/03/1962;;62
1401;02/03/1962;;65
1401;03/03/1962;;76
1401;04/03/1962;;80
1401;05/03/1962;;70.5
1401;06/03/1962;;80
1401;07/03/1962;;77.5
1401;08/03/1962;;71
1401;09/03/1962;;45.5
1401;10/03/1962;;0
1401;11/03/1962;;38
1401;12/03/1962;;71
1401;13/03/1962;;60
1401;14/03/1962;;40
1401;15/03/1962;;50
1401;16/03/1962;;52.5
1401;17/03/1962;;63
1401;18/03/1962;;78.85
1401;19/03/1962;;78
1401;20/03/1962;;71
1401;21/03/1962;;80
1401;22/03/1962;;76.7
1401;23/03/1962;;80
1401;24/03/1962;;80
1401;25/03/1962;;68
1401;26/03/1962;;68
1401;27/03/1962;;75
1401;28/03/1962;;75
1401;29/03/1962;;32
1401;30/03/1962;;0
1401;31/03/1962;;0
1401;01/04/1962;;0
1401;02/04/1962;;0
1401;03/04/1962;;0
1401;11/04/1962;;24.8
1401;12/04/1962;;74
1401;13/04/1962;;80
1401;14/04/1962;;52.2
1401;16/04/1962;;70
1401;17/04/1962;;75
1401;18/04/1962;;80
1401;19/04/1962;;78
1401;20/04/1962;;74
1401;21/04/1962;;74.5
1401;22/04/1962;;70
1401;23/04/1962;;75
1401;24/04/1962;;75
1401;25/04/1962;;55
1401;26/04/1962;;32
1401;27/04/1962;;30
1401;28/04/1962;;30
1401;29/04/1962;;41.5
1401;30/04/1962;;76.4
1401;01/05/1962;;78.75
1401;02/05/1962;;72.9
1401;03/05/1962;;48.73
1401;04/05/1962;;57.4
1401;05/05/1962;;54
1401;06/05/1962;;63
1401;07/05/1962;;67.5
1401;08/05/1962;;68
1401;09/05/1962;;72.5
1401;10/05/1962;;76.5
1401;11/05/1962;;68
1401;12/05/1962;;51
1401;13/05/1962;;49
1401;14/05/1962;;48
1401;15/05/1962;;64
1401;16/05/1962;;45
1401;17/05/1962;;26.8
1401;18/05/1962;;52
1401;19/05/1962;;51
1401;20/05/1962;;59
1401;21/05/1962;;53
1401;22/05/1962;;70
1401;23/05/1962;;74
1401;24/05/1962;;72
1401;25/05/1962;;54
1401;26/05/1962;;68.5
1401;27/05/1962;;13.5
1401;28/05/1962;;2.31
1401;29/05/1962;;18.29
1401;30/05/1962;;42.5
1401;31/05/1962;;48.68
1401;01/06/1962;;46.19
1401;02/06/1962;;26.6
1401;03/06/1962;;22.5
1401;04/06/1962;;40.05
1401;05/06/1962;;43.19
1401;06/06/1962;;33.85
1401;07/06/1962;;40.94
1401;08/06/1962;;30.56
1401;09/06/1962;;30.77
1401;10/06/1962;;30.5
1401;11/06/1962;;36.33
1401;12/06/1962;;19.22
1401;13/06/1962;;17.44
1401;14/06/1962;;40.85
1401;15/06/1962;;21.84
1401;16/06/1962;;37.79
1401;17/06/1962;;26.73
1401;18/06/1962;;3.72
1401;19/06/1962;;21.79
1401;20/06/1962;;42.09
1401;21/06/1962;;17.22
1401;22/06/1962;;25.35
1401;23/06/1962;;31.62
1401;24/06/1962;;20.65
1401;25/06/1962;;7.3
1401;26/06/1962;;23.25
1401;27/06/1962;;30.28
1401;28/06/1962;;23.6
1401;29/06/1962;;9.32
1401;30/06/1962;;4.15
1401;01/07/1962;;13.69
1401;02/07/1962;;15.97
1401;03/07/1962;;22.14
1401;04/07/1962;;8.24
1401;05/07/1962;;30.98
1401;06/07/1962;;34.32
1401;07/07/1962;;36.58
1401;08/07/1962;;39.58
1401;09/07/1962;;20
1401;10/07/1962;;57.91
1401;11/07/1962;;57.62
1401;12/07/1962;;33.02
1401;13/07/1962;;37.4
1401;14/07/1962;;39.75
1401;15/07/1962;;22.38
1401;16/07/1962;;22.21
1401;17/07/1962;;39.45
1401;18/07/1962;;18.7
1401;19/07/1962;;27.72
1401;20/07/1962;;35.5
1401;21/07/1962;;44.36
1401;22/07/1962;;19.56
1401;23/07/1962;;24.94
1401;24/07/1962;;37.47
1401;25/07/1962;;15.92
1401;26/07/1962;;13.91
1401;27/07/1962;;37.61
1401;28/07/1962;;34.95
1401;29/07/1962;;21.23
1401;30/07/1962;;14.66
1401;31/07/1962;;39.21
1401;01/08/1962;;28.82
1401;02/08/1962;;22.25
1401;03/08/1962;;23.87
1401;04/08/1962;;41.96
1401;05/08/1962;;16.43
1401;06/08/1962;;24.95
1401;07/08/1962;;19.15
1401;08/08/1962;;27.01
1401;09/08/1962;;36.13
1401;10/08/1962;;31.6
1401;11/08/1962;;22.94
1401;12/08/1962;;15
1401;13/08/1962;;13.24
1401;14/08/1962;;34.4
1401;15/08/1962;;14.26
1401;16/08/1962;;20.65
1401;17/08/1962;;25.8
1401;18/08/1962;;25.8
1401;19/08/1962;;8.94
1401;20/08/1962;;18.63
1401;21/08/1962;;34.78
1401;22/08/1962;;23.1
1401;23/08/1962;;24.02
1401;24/08/1962;;29.62
1401;25/08/1962;;31.94
1401;26/08/1962;;16.44
1401;27/08/1962;;22.16
1401;28/08/1962;;28
1401;29/08/1962;;26.3
1401;30/08/1962;;22.3
1401;31/08/1962;;26.38
1401;01/09/1962;;28.8
1401;02/09/1962;;29.16
1401;03/09/1962;;12.93
1401;04/09/1962;;21.22
1401;05/09/1962;;19.4
1401;06/09/1962;;24.44
1401;07/09/1962;;23.51
1401;08/09/1962;;26.32
1401;09/09/1962;;19.99
1401;10/09/1962;;11.08
1401;11/09/1962;;17.68
1401;12/09/1962;;19.54
1401;13/09/1962;;19.14
1401;14/09/1962;;24.83
1401;15/09/1962;;28.59
1401;16/09/1962;;13.39
1401;17/09/1962;;13.33
1401;18/09/1962;;17.23
1401;19/09/1962;;23.75
1401;20/09/1962;;20.31
1401;21/09/1962;;37.65
1401;22/09/1962;;20.19
1401;23/09/1962;;8.94
1401;24/09/1962;;4.39
1401;25/09/1962;;16.9
1401;26/09/1962;;25.36
1401;27/09/1962;;26.04
1401;28/09/1962;;37.25
1401;29/09/1962;;27.59
1401;30/09/1962;;3.89
1401;01/10/1962;;15.78
1401;02/10/1962;;33.15
1401;03/10/1962;;35.38
1401;04/10/1962;;38.56
1401;05/10/1962;;39.25
1401;06/10/1962;;33.98
1401;07/10/1962;;14.2
1401;08/10/1962;;11.5
1401;09/10/1962;;37.64
1401;10/10/1962;;31.28
1401;11/10/1962;;25.27
1401;12/10/1962;;19.23
1401;13/10/1962;;24.06
1401;14/10/1962;;23.74
1401;15/10/1962;;31.56
1401;16/10/1962;;28.55
1401;17/10/1962;;36.98
1401;18/10/1962;;38.4
1401;19/10/1962;;35.45
1401;20/10/1962;;47.58
1401;21/10/1962;;14.06
1401;22/10/1962;;16.7
1401;23/10/1962;;28.53
1401;24/10/1962;;22.93
1401;25/10/1962;;36.24
1401;26/10/1962;;29.84
1401;27/10/1962;;27.35
1401;28/10/1962;;22.08
1401;29/10/1962;;5.51
1401;30/10/1962;;21.19
1401;31/10/1962;;25.78
1401;01/11/1962;;23.75
1401;02/11/1962;;4.38
1401;03/11/1962;;22.72
1401;04/11/1962;;10.84
1401;05/11/1962;;3.71
1401;06/11/1962;;12.05
1401;07/11/1962;;18.6
1401;08/11/1962;;18.13
1401;09/11/1962;;26.81
1401;10/11/1962;;26.62
1401;11/11/1962;;22.57
1401;12/11/1962;;24.99
1401;13/11/1962;;37.15
1401;14/11/1962;;25.85
1401;15/11/1962;;20.65
1401;16/11/1962;;29.42
1401;17/11/1962;;33.32
1401;18/11/1962;;33.24
1401;19/11/1962;;16.08
1401;20/11/1962;;22.26
1401;21/11/1962;;34.22
1401;22/11/1962;;54.36
1401;23/11/1962;;60.97
1401;24/11/1962;;54.96
1401;25/11/1962;;42
1401;26/11/1962;;31.58
1401;27/11/1962;;38.07
1401;28/11/1962;;25.76
1401;29/11/1962;;16.34
1401;30/11/1962;;22.73
1401;01/12/1962;;30.82
1401;02/12/1962;;15.62
1401;03/12/1962;;13.51
1401;04/12/1962;;22.75
1401;05/12/1962;;36.2
1401;06/12/1962;;35.47
1401;07/12/1962;;16.54
1401;08/12/1962;;29.84
1401;09/12/1962;;24.49
1401;10/12/1962;;27.53
1401;11/12/1962;;25.38
1401;12/12/1962;;29.5
1401;13/12/1962;;39.57
1401;14/12/1962;;27.01
1401;15/12/1962;;45.09
1401;16/12/1962;;31.8
1401;17/12/1962;;38.19
1401;18/12/1962;;68.67
1401;19/12/1962;;71.27
1401;20/12/1962;;76.69
1401;21/12/1962;;76.95
1401;22/12/1962;;70.23
1401;23/12/1962;;77.93
1401;24/12/1962;;63.44
1401;25/12/1962;;49.75
1401;26/12/1962;;58.71
1401;27/12/1962;;66.29
1401;28/12/1962;;57.65
1401;29/12/1962;;68.34
1401;30/12/1962;;61.42
1401;31/12/1962;;57.03
1401;01/01/1963;;57.84
1401;02/01/1963;;58.86
1401;03/01/1963;;82.19
1401;04/01/1963;;72.35
1401;05/01/1963;;65.99
1401;06/01/1963;;84.33
1401;07/01/1963;;74.51
1401;08/01/1963;;46.66
1401;09/01/1963;;50.04
1401;10/01/1963;;65.7
1401;11/01/1963;;50.56
1401;12/01/1963;;47.29
1401;13/01/1963;;75.79
1401;14/01/1963;;65.5
1401;15/01/1963;;72.62
1401;16/01/1963;;78.69
1401;17/01/1963;;74.9
1401;18/01/1963;;66.31
1401;19/01/1963;;79.25
1401;20/01/1963;;71.38
1401;21/01/1963;;79.07
1401;22/01/1963;;70.3
1401;23/01/1963;;73.03
1401;24/01/1963;;71.94
1401;25/01/1963;;79.08
1401;26/01/1963;;72.48
1401;27/01/1963;;75.17
1401;28/01/1963;;63.84
1401;29/01/1963;;68.08
1401;30/01/1963;;61.88
1401;31/01/1963;;66.89
1401;01/02/1963;;66.14
1401;02/02/1963;;53.16
1401;03/02/1963;;73.69
1401;04/02/1963;;52.43
1401;05/02/1963;;59.97
1401;06/02/1963;;64.63
1401;07/02/1963;;64.27
1401;08/02/1963;;61.51
1401;09/02/1963;;82.22
1401;10/02/1963;;89.17
1401;11/02/1963;;81.51
1401;12/02/1963;;73.82
1401;13/02/1963;;76.64
1401;14/02/1963;;80
1401;15/02/1963;;57.81
1401;16/02/1963;;40
1401;17/02/1963;;63.11
1401;18/02/1963;;73.5
1401;19/02/1963;;55
1401;20/02/1963;;54
1401;21/02/1963;;66
1401;22/02/1963;;71
1401;23/02/1963;;68
1401;24/02/1963;;69
1401;25/02/1963;;70
1401;26/02/1963;;70
1401;27/02/1963;;44.41
1401;28/02/1963;;17.78
1401;01/03/1963;;7.96
1401;02/03/1963;;0
1401;03/03/1963;;0
1401;04/03/1963;;0
1401;05/03/1963;;0
1401;06/03/1963;;0
1401;07/03/1963;;0
1401;08/03/1963;;0
1401;09/03/1963;;0
1401;10/03/1963;;0
1401;11/03/1963;;0
1401;12/03/1963;;0
1401;13/03/1963;;0
1401;14/03/1963;;0
1401;15/03/1963;;10.8
1401;16/03/1963;;70
1401;17/03/1963;;60
1401;18/03/1963;;55
1401;19/03/1963;;25
1401;20/03/1963;;35
1401;21/03/1963;;61.97
1401;22/03/1963;;26.27
1401;23/03/1963;;51.22
1401;24/03/1963;;44.08
1401;25/03/1963;;10
1401;26/03/1963;;24.38
1401;27/03/1963;;35.06
1401;28/03/1963;;66.89
1401;29/03/1963;;28.07
1401;30/03/1963;;19.36
1401;31/03/1963;;37.14
1401;01/04/1963;;16.07
1401;02/04/1963;;11.22
1401;03/04/1963;;24.15
1401;04/04/1963;;35.93
1401;05/04/1963;;37.85
1401;06/04/1963;;35.58
1401;07/04/1963;;44.74
1401;08/04/1963;;74.27
1401;09/04/1963;;58
1401;10/04/1963;;35.22
1401;11/04/1963;;46.15
1401;12/04/1963;;71.18
1401;13/04/1963;;79.54
1401;14/04/1963;;64.27
1401;15/04/1963;;62.3
1401;16/04/1963;;72.1
1401;17/04/1963;;37.32
1401;18/04/1963;;7.02
1401;19/04/1963;;44
1401;20/04/1963;;30
1401;21/04/1963;;27
1401;22/04/1963;;15
1401;23/04/1963;;30
1401;24/04/1963;;2.15
1401;25/04/1963;;10
1401;26/04/1963;;0
1401;27/04/1963;;0
1401;28/04/1963;;0
1401;29/04/1963;;0
1401;30/04/1963;;0
1401;01/05/1963;;0
1401;02/05/1963;;0
1401;03/05/1963;;0
1401;04/05/1963;;0
1401;05/05/1963;;0
1401;06/05/1963;;0
1401;07/05/1963;;13.12
1401;08/05/1963;;44.29
1401;09/05/1963;;43.34
1401;10/05/1963;;59.12
1401;11/05/1963;;57.44
1401;12/05/1963;;80
1401;13/05/1963;;47.23
1401;14/05/1963;;41.39
1401;15/05/1963;;59.09
1401;16/05/1963;;57.13
1401;17/05/1963;;55.13
1401;18/05/1963;;62.37
1401;19/05/1963;;55.79
1401;20/05/1963;;52.07
1401;21/05/1963;;51.63
1401;22/05/1963;;70.39
1401;23/05/1963;;54.56
1401;24/05/1963;;32.28
1401;25/05/1963;;67.02
1401;26/05/1963;;61.74
1401;27/05/1963;;28.54
1401;28/05/1963;;53.69
1401;29/05/1963;;69.9
1401;30/05/1963;;68.14
1401;31/05/1963;;69.03
1401;01/06/1963;;65.6
1401;02/06/1963;;55.95
1401;03/06/1963;;72.98
1401;04/06/1963;;74.46
1401;05/06/1963;;67.6
1401;06/06/1963;;66.11
1401;07/06/1963;;78.28
1401;08/06/1963;;79.24
1401;09/06/1963;;60.47
1401;10/06/1963;;58.15
1401;11/06/1963;;68.37
1401;12/06/1963;;71.94
1401;13/06/1963;;72.32
1401;14/06/1963;;64.79
1401;15/06/1963;;69.15
1401;16/06/1963;;78.68
1401;17/06/1963;;55.12
1401;18/06/1963;;71.36
1401;19/06/1963;;72.78
1401;20/06/1963;;63.35
1401;21/06/1963;;61.25
1401;22/06/1963;;57.27
1401;23/06/1963;;57.55
1401;24/06/1963;;12.28
1401;25/06/1963;;42.08
1401;26/06/1963;;49.59
1401;27/06/1963;;47.76
1401;28/06/1963;;47.27
1401;29/06/1963;;21.2
1401;30/06/1963;;14.2
1401;01/07/1963;;57.31
1401;02/07/1963;;46.08
1401;03/07/1963;;35.7
1401;04/07/1963;;34.93
1401;05/07/1963;;29.2
1401;06/07/1963;;28.75
1401;07/07/1963;;34.62
1401;08/07/1963;;31.67
1401;09/07/1963;;40.25
1401;10/07/1963;;53.52
1401;11/07/1963;;45.98
1401;12/07/1963;;41.18
1401;13/07/1963;;43.28
1401;14/07/1963;;23.72
1401;15/07/1963;;31.34
1401;16/07/1963;;47.22
1401;17/07/1963;;48.3
1401;18/07/1963;;26.09
1401;19/07/1963;;31.72
1401;20/07/1963;;47.45
1401;21/07/1963;;25.43
1401;22/07/1963;;21.21
1401;23/07/1963;;44.29
1401;24/07/1963;;41.02
1401;25/07/1963;;30.38
1401;26/07/1963;;24.2
1401;27/07/1963;;36.04
1401;28/07/1963;;23.06
1401;29/07/1963;;12.93
1401;30/07/1963;;41.63
1401;31/07/1963;;38.57
1401;01/08/1963;;38.13
1401;02/08/1963;;38.82
1401;03/08/1963;;41.7
1401;04/08/1963;;32.61
1401;05/08/1963;;25.12
1401;06/08/1963;;44.67
1401;07/08/1963;;45.49
1401;08/08/1963;;33.45
1401;09/08/1963;;29.43
1401;10/08/1963;;25.99
1401;11/08/1963;;21.71
1401;12/08/1963;;14.22
1401;13/08/1963;;33.96
1401;14/08/1963;;40.1
1401;15/08/1963;;20.21
1401;16/08/1963;;21.78
1401;17/08/1963;;34.6
1401;18/08/1963;;21.02
1401;19/08/1963;;17.97
1401;20/08/1963;;43.6
1401;21/08/1963;;33.63
1401;22/08/1963;;34.15
1401;23/08/1963;;31.5
1401;24/08/1963;;30.69
1401;25/08/1963;;35.18
1401;26/08/1963;;25.15
1401;27/08/1963;;29.34
1401;28/08/1963;;29.06
1401;29/08/1963;;32.14
1401;30/08/1963;;29.1
1401;31/08/1963;;42
1401;01/09/1963;;36.04
1401;02/09/1963;;19.82
1401;03/09/1963;;31.34
1401;04/09/1963;;35
1401;05/09/1963;;34.38
1401;06/09/1963;;48.74
1401;07/09/1963;;51.11
1401;08/09/1963;;33.91
1401;09/09/1963;;21.76
1401;10/09/1963;;30.66
1401;11/09/1963;;33.37
1401;12/09/1963;;42.15
1401;13/09/1963;;42.24
1401;14/09/1963;;31.92
1401;15/09/1963;;32.97
1401;16/09/1963;;32.78
1401;17/09/1963;;37.84
1401;18/09/1963;;36.28
1401;19/09/1963;;51.91
1401;20/09/1963;;53.41
1401;21/09/1963;;52.73
1401;22/09/1963;;38.92
1401;23/09/1963;;31.99
1401;24/09/1963;;47.61
1401;25/09/1963;;45.57
1401;26/09/1963;;45.66
1401;27/09/1963;;40.83
1401;28/09/1963;;46.39
1401;29/09/1963;;37.42
1401;30/09/1963;;18.21
1401;01/10/1963;;40.28
1401;02/10/1963;;40.09
1401;03/10/1963;;49.61
1401;04/10/1963;;59.1
1401;05/10/1963;;63.12
1401;06/10/1963;;41.42
1401;07/10/1963;;27.86
1401;08/10/1963;;47.52
1401;09/10/1963;;54.51
1401;10/10/1963;;60.33
1401;11/10/1963;;60.29
1401;12/10/1963;;68.9
1401;13/10/1963;;29.75
1401;14/10/1963;;2.98
1401;15/10/1963;;29
1401;16/10/1963;;46.67
1401;17/10/1963;;56.63
1401;18/10/1963;;51.47
1401;19/10/1963;;54.47
1401;20/10/1963;;61.94
1401;21/10/1963;;52.18
1401;22/10/1963;;43.7
1401;23/10/1963;;49.53
1401;24/10/1963;;46.42
1401;25/10/1963;;58.95
1401;26/10/1963;;64.64
1401;27/10/1963;;59.2
1401;28/10/1963;;59.65
1401;29/10/1963;;58.05
1401;30/10/1963;;59.38
1401;31/10/1963;;64.62
1401;01/11/1963;;68.96
1401;02/11/1963;;67.08
1401;03/11/1963;;67.15
1401;04/11/1963;;69.84
1401;05/11/1963;;73.94
1401;06/11/1963;;73.64
1401;07/11/1963;;72.27
1401;08/11/1963;;70
1401;09/11/1963;;70
1401;10/11/1963;;80
1401;11/11/1963;;45.88
1401;12/11/1963;;35.36
1401;13/11/1963;;70
1401;14/11/1963;;70
1401;15/11/1963;;60
1401;16/11/1963;;72.2
1401;17/11/1963;;79.92
1401;18/11/1963;;60
1401;19/11/1963;;67.6
1401;20/11/1963;;74.89
1401;21/11/1963;;74.66
1401;22/11/1963;;75
1401;23/11/1963;;75
1401;24/11/1963;;75
1401;25/11/1963;;74.84
1401;26/11/1963;;61.45
1401;27/11/1963;;58.88
1401;28/11/1963;;74.92
1401;29/11/1963;;74.85
1401;30/11/1963;;75
1401;01/12/1963;;62.71
1401;02/12/1963;;44.52
1401;03/12/1963;;38.31
1401;04/12/1963;;44.56
1401;05/12/1963;;38.92
1401;06/12/1963;;0
1401;07/12/1963;;14.97
1401;08/12/1963;;24.02
1401;09/12/1963;;56.51
1401;10/12/1963;;49.81
1401;11/12/1963;;0
1401;12/12/1963;;20.12
1401;13/12/1963;;42.08
1401;14/12/1963;;43
1401;15/12/1963;;22.15
1401;16/12/1963;;33.27
1401;17/12/1963;;35.62
1401;18/12/1963;;31.12
1401;19/12/1963;;36.28
1401;20/12/1963;;33.91
1401;21/12/1963;;23.46
1401;22/12/1963;;72
1401;23/12/1963;;40.78
1401;24/12/1963;;42
1401;25/12/1963;;70.59
1401;26/12/1963;;54.66
1401;27/12/1963;;45.47
1401;28/12/1963;;47.81
1401;29/12/1963;;66.26
1401;30/12/1963;;69.56
1401;31/12/1963;;73.5
1401;01/01/1964;;72.94
1401;02/01/1964;;72.82
1401;03/01/1964;;73.5
1401;04/01/1964;;73.74
1401;05/01/1964;;63.75
1401;06/01/1964;;68.34
1401;07/01/1964;;53.5
1401;08/01/1964;;74.47
1401;09/01/1964;;73.49
1401;10/01/1964;;66.19
1401;11/01/1964;;71.67
1401;12/01/1964;;60.17
1401;13/01/1964;;61
1401;14/01/1964;;75
1401;15/01/1964;;80
1401;16/01/1964;;80
1401;17/01/1964;;79.75
1401;18/01/1964;;78.23
1401;19/01/1964;;79.9
1401;20/01/1964;;71.4
1401;21/01/1964;;78.48
1401;22/01/1964;;76.51
1401;23/01/1964;;74.54
1401;24/01/1964;;72.43
1401;25/01/1964;;74.86
1401;26/01/1964;;65.08
1401;27/01/1964;;61.96
1401;28/01/1964;;68.4
1401;29/01/1964;;70.27
1401;30/01/1964;;70.74
1401;31/01/1964;;76.14
1401;01/02/1964;;74.53
1401;02/02/1964;;70.69
1401;03/02/1964;;43.22
1401;04/02/1964;;67.44
1401;05/02/1964;;70.5
1401;06/02/1964;;71.53
1401;07/02/1964;;74.24
1401;08/02/1964;;75.72
1401;09/02/1964;;68.59
1401;10/02/1964;;18.04
1401;11/02/1964;;56.48
1401;12/02/1964;;62.16
1401;13/02/1964;;64.09
1401;14/02/1964;;58.59
1401;15/02/1964;;71.22
1401;16/02/1964;;69.85
1401;17/02/1964;;76.15
1401;18/02/1964;;79.15
1401;19/02/1964;;69.57
1401;20/02/1964;;73.09
1401;21/02/1964;;73.86
1401;22/02/1964;;79.81
1401;23/02/1964;;68
1401;24/02/1964;;33
1401;25/02/1964;;0
1401;26/02/1964;;0
1401;27/02/1964;;0
1401;28/02/1964;;16.43
1401;29/02/1964;;67.95
1401;01/03/1964;;79.44
1401;02/03/1964;;79.96
1401;03/03/1964;;79.88
1401;04/03/1964;;74.14
1401;05/03/1964;;27.29
1401;06/03/1964;;56.55
1401;07/03/1964;;68.57
1401;08/03/1964;;63.89
1401;09/03/1964;;66.67
1401;10/03/1964;;73.23
1401;11/03/1964;;0
1401;12/03/1964;;0
1401;13/03/1964;;0
1401;14/03/1964;;0
1401;15/03/1964;;0
1401;16/03/1964;;42.35
1401;17/03/1964;;45.16
1401;18/03/1964;;31.94
1401;19/03/1964;;0
1401;20/03/1964;;0
1401;21/03/1964;;0
1401;22/03/1964;;0
1401;23/03/1964;;0
1401;24/03/1964;;0
1401;25/03/1964;;0
1401;26/03/1964;;15.18
1401;27/03/1964;;67.71
1401;28/03/1964;;75
1401;29/03/1964;;60.92
1401;30/03/1964;;58.45
1401;31/03/1964;;58.5
1401;01/04/1964;;65.67
1401;02/04/1964;;63.51
1401;03/04/1964;;59.15
1401;04/04/1964;;62.52
1401;05/04/1964;;68.31
1401;06/04/1964;;72.19
1401;07/04/1964;;70.78
1401;08/04/1964;;68.69
1401;09/04/1964;;77.65
1401;10/04/1964;;73.13
1401;11/04/1964;;69.75
1401;12/04/1964;;68.15
1401;13/04/1964;;64.13
1401;14/04/1964;;73.59
1401;15/04/1964;;71.34
1401;16/04/1964;;66.7
1401;17/04/1964;;60.94
1401;18/04/1964;;52.15
1401;19/04/1964;;18
1401;20/04/1964;;14.15
1401;21/04/1964;;3
1401;22/04/1964;;5.2
1401;23/04/1964;;38.51
1401;24/04/1964;;69.38
1401;25/04/1964;;48.25
1401;26/04/1964;;20.46
1401;27/04/1964;;46.12
1401;28/04/1964;;53.44
1401;29/04/1964;;46.35
1401;30/04/1964;;50.7
1401;01/05/1964;;70.86
1401;02/05/1964;;74.06
1401;03/05/1964;;73.31
1401;04/05/1964;;72.94
1401;05/05/1964;;75
1401;06/05/1964;;72.66
1401;07/05/1964;;73.59
1401;08/05/1964;;68.52
1401;09/05/1964;;75
1401;10/05/1964;;65.53
1401;11/05/1964;;54.56
1401;12/05/1964;;68.04
1401;13/05/1964;;44.02
1401;14/05/1964;;53.6
1401;15/05/1964;;62.89
1401;16/05/1964;;67.89
1401;17/05/1964;;55.58
1401;18/05/1964;;25.84
1401;19/05/1964;;47.22
1401;20/05/1964;;36.22
1401;21/05/1964;;35.01
1401;22/05/1964;;39.88
1401;23/05/1964;;43.72
1401;24/05/1964;;35.75
1401;25/05/1964;;31.27
1401;26/05/1964;;69.6
1401;27/05/1964;;63.58
1401;28/05/1964;;42.73
1401;29/05/1964;;38.19
1401;30/05/1964;;28.44
1401;31/05/1964;;39.52
1401;01/06/1964;;60.58
1401;02/06/1964;;52.27
1401;03/06/1964;;74.76
1401;04/06/1964;;71.18
