indroea;anomes;hmedmes;qmedmes;apormedmes;qcmes;hcmes;dia_cmes;qnmes;hnmes;dia_nmes;orig_dato_id
1010;195706;-0.21;4.4;11.405;7.3;-0.1;4;3.1;-0.26;26;1
1010;195707;-0.32;2.381;6.376;3.1;-0.26;1;1.8;-0.36;23;1
1010;195708;-0.39;1.587;4.251;1.8;-0.36;1;1.5;-0.4;14;1
1010;195709;-0.42;1.413;3.663;1.8;-0.36;12;1.3;-0.44;23;1
1010;195710;-0.34;2.252;6.031;4.7;-0.2;1;1.5;-0.4;14;1
1010;195711;-0.12;7.037;18.239;18.3;0.16;5;2.1;-0.34;1;1
1010;195712;-0.14;6.184;16.563;8.6;-0.06;24;4;-0.22;3;1
1010;195801;0.17;21.8;58.389;99.4;1.04;29;7.3;-0.1;1;1
1010;195802;0.5;44.782;108.337;105;1.08;10;22.9;0.24;5;1
1010;195803;0.63;60.929;163.192;140;1.3;27;18.3;0.16;8;1
1010;195804;0.5;42.017;108.907;71.9;0.82;3;29;0.34;17;1
1010;195805;0.33;29.655;79.428;63.3;0.74;10;13.4;0.06;29;1
1010;195806;0.09;15.49;40.15;26.5;0.3;7;8.6;-0.06;23;1
1010;195807;0.02;12.435;33.307;26.5;0.3;4;4.7;-0.2;28;1
1010;195808;-0.13;6.552;17.548;8.6;-0.06;1;4.7;-0.2;22;1
1010;195809;-0.18;5.17;13.401;6;-0.14;1;4.7;-0.2;4;1
1010;195810;-0.04;9.442;25.289;15.7;0.1;5;6.6;-0.12;27;1
1010;195811;-0.05;9.34;24.209;15.7;0.1;15;7.3;-0.1;4;1
1010;195812;0.36;33.984;91.022;63.3;0.74;23;7.3;-0.1;1;1
1010;195901;0.42;36.148;96.82;69.6;0.8;22;15.7;0.1;19;1
1010;195902;0.12;16.618;40.202;29;0.34;1;8.6;-0.06;24;1
1010;195903;0.28;26.265;70.347;94;1;31;13.4;0.06;2;1
1010;195904;0.5;43.04;111.56;114;1.14;16;21.8;0.22;14;1
1010;195905;0.37;31.848;85.303;53.2;0.64;1;18.3;0.16;20;1
1010;195906;0.04;13.38;34.681;27.7;0.32;5;4.7;-0.2;23;1
1010;195907;-0.16;5.913;15.837;14.3;0.08;15;2.6;-0.3;27;1
1010;195908;-0.25;3.477;9.314;8;-0.08;31;2.6;-0.3;1;1
1010;195909;-0.17;5.617;14.558;10;-0.02;25;2.6;-0.3;9;1
1011;191201;1.07;;;;;;;;;1
1011;191202;2.08;;;;;;;;;1
1011;191203;2.17;;;;;;;;;1
1011;191204;1.57;;;;;;;;;1
1011;191205;1.21;;;;1.33;;;1.33;;1
1011;191206;1.33;;;;;;;;;1
1011;191207;0.97;;;;;;;;;1
1011;191209;1;;;;;;;;;1
1011;191210;1.58;;;;1.33;;;1.33;;1
1011;191211;1.28;;;;1.33;;;1.33;;1
1011;191301;1.96;;;;1.7;;;0.9;;1
1011;191302;1.91;;;;1.7;;;1.61;;1
1011;191303;1.47;75.323;201.744;84;1.58;2;54.5;1.2;7;1
1011;191304;1.35;66.542;172.476;80.25;1.53;20;54.5;1.2;11;1
1011;191305;1.57;;;;1.7;;;1;;1
1011;191306;1.42;;;;1.67;;;1.1;;1
1011;191307;1.08;45.284;121.288;93.5;1.7;1;25;0.8;30;1
1011;191310;1.38;;;;1.65;;;1;;1
1011;191311;2.41;;;;1.7;;;1.52;;1
1011;191312;1.3;62.731;168.018;77.5;1.5;1;54;1.19;27;1
1011;191401;1.34;;;;1.4;;;1.17;;1
1011;191402;2.38;;;;1.4;;;1.27;;1
1011;191403;2.98;;;;;;;;;1
1011;191404;2.27;;;;;;;;;1
1011;191405;1.4;;;;;;;;;1
1011;191406;1.4;;;;1.4;;;1.09;;1
1011;191407;1.18;;;;1.3;;;0.93;;1
1011;191408;0.84;17.792;47.654;22.4;0.94;1;16.59;0.81;9;1
1011;191409;0.88;19.379;50.231;24.02;0.97;11;18.15;0.85;1;1
1011;191410;0.87;;;;1.18;;;0.82;;1
1011;191411;1.16;38.863;100.734;69;1.4;6;30.72;1.08;22;1
1011;191412;2.53;;;;1.24;;;1.12;;1
1011;191502;2.84;;;;;;;;;1
1011;191503;2.76;;;;;;;;;1
1011;191504;2.23;;;;;;;;;1
1011;191505;1.92;;;;1.1;;;1.1;;1
1011;191506;1.46;;;;1.4;;;1.2;;1
1011;191507;1.05;29.481;78.961;41.05;1.2;1;23;0.95;30;1
1011;191508;0.84;17.318;46.384;23;0.95;13;16.06;0.82;3;1
1011;191509;1.05;30.1;78.019;69;1.4;29;25.6;1;1;1
1011;191510;1.2;42.252;113.167;69;1.4;1;32;1.1;14;1
1011;191511;1.76;;;;;;;;;1
1011;191512;3.13;;;;;;;;;1
1011;191601;1.79;;;;;;;;;1
1011;191602;2.05;;;;;;;;;1
1011;191603;2.32;;;;1.4;;;1.3;;1
1011;191604;2.2;;;;;;;;;1
1011;191605;2.19;;;;;;;;;1
1011;191606;1.42;;;;1.4;;;1.25;;1
1011;191607;1.16;38.789;103.892;59.75;1.35;1;25.6;1;28;1
1011;191608;0.96;23.41;62.7;28.8;1.05;30;20.25;0.9;8;1
1011;191609;1.03;27.56;71.436;28.8;1.05;1;23;0.95;23;1
1011;191610;1.09;33.015;88.426;69;1.4;26;23;0.95;14;1
1011;191611;2.66;;;;1.3;;;1.25;;1
1011;191612;3.94;;;;;;;;;1
1011;191701;2.19;;;;;;;;;1
1011;191702;1.99;;;;1;;;1;;1
1011;191703;2.49;;;;;;;;;1
1011;191704;2.13;;;;;;;;;1
1011;191705;2.23;;;;;;;;;1
1011;191706;1.43;;;;1.4;;;1.15;;1
1011;191707;1.09;;;;1.4;;;0.95;;1
1011;191708;0.86;;;;1;;;0.95;;1
1011;191709;0.89;;;;0.95;;;0.95;;1
1011;191710;1.05;;;;1;;;0.95;;1
1011;191711;1.38;;;;1.4;;;1.05;;1
1011;191712;1.01;15.796;42.309;18.086;1.05;1;15;1;4;1
1011;191801;1.75;;;;1.2;;;1.2;;1
1011;191802;1.3;;;;1.4;;;1.15;;1
1011;191803;1.18;32.047;85.836;42;1.25;19;28.5;1.15;1;1
1011;191804;1.88;;;;;;;;;1
1011;191805;1.44;;;;1.4;;;1.25;;1
1011;191806;1.04;18.05;46.785;28.5;1.15;1;11.119;0.95;26;1
1011;191807;0.95;;;;1.4;;;0.9;;1
1011;191808;0.7;;;;;;;;;1
1011;191809;1.03;;;;1.4;;;1.15;;1
1011;191810;1.29;;;;1.4;;;1;;1
1011;191811;1.37;;;;1.4;;;1.15;;1
1011;191812;1.57;;;;1.35;;;1.25;;1
1011;191901;2.84;;;;1.9;;;1.85;;1
1011;191902;4.13;;;;;;;;;1
1011;191903;2.67;;;;2;;;2;;1
1011;191904;2.06;;;;2;;;1.85;;1
1011;191905;1.55;71.505;191.519;100.9;1.8;1;43;1.3;30;1
1011;191906;1.14;27.242;70.612;54;1.4;4;14;1;27;1
1011;191907;0.91;10.28;27.535;14;1;1;6.339;0.75;27;1
1011;191908;0.78;;;;0.9;;;0.75;;1
1011;191909;0.85;8.076;20.934;11.119;0.95;26;6.339;0.75;15;1
1011;191910;1.01;14.993;40.156;22.4;1.1;31;11.119;0.95;23;1
1011;191911;1.41;55.87;144.814;113.2;1.9;15;18.086;1.05;1;1
1011;191912;1.59;;;;2;;;1.45;;1
1011;192001;1.85;111.8;299.445;151.7;2.2;5;66;1.45;19;1
1011;192002;1.52;74.277;186.109;129;2;20;48.749;1.3;10;1
1011;192003;2.15;;;;2.25;;;1.45;;1
1011;192004;2.67;;;;2.25;;;2;;1
1011;192005;1.68;92.661;248.184;129;2;1;54.4;1.35;31;1
1011;192006;1.34;53.068;137.553;89;1.65;15;37.25;1.2;5;1
1011;192007;1.03;21.551;57.722;37.25;1.2;1;12.5;0.9;29;1
1011;192008;0.9;12.5;33.48;12.5;0.9;1;12.5;0.9;1;1
1011;192009;0.97;17.059;44.217;18.717;1;9;12.5;0.9;1;1
1011;192010;1.33;52.963;141.855;95;1.7;6;18.717;1;1;1
1011;192011;1.35;54.883;142.256;60.25;1.4;1;48.749;1.3;13;1
1011;192012;1.47;68.863;184.442;95;1.7;28;48.749;1.3;15;1
1011;192101;1.67;91.225;244.336;117.5;1.9;1;71.75;1.5;25;1
1011;192102;1.54;76.479;185.017;117.5;1.9;3;54.4;1.35;24;1
1011;192103;1.25;42.569;114.017;54.4;1.35;1;37.25;1.2;6;1
1011;192104;1.15;32.31;83.748;37.25;1.2;1;27.2;1.1;2;1
1011;192105;1.27;44.774;119.922;60.25;1.4;9;32;1.15;4;1
1011;192106;1.12;;;;1.4;;;1.3;;1
1011;192107;0.92;;;;1.1;;;1.1;;1
1011;192108;0.69;;;;;;;;;1
1011;192109;0.72;;;;;;;;;1
1011;192110;1;;;;;;;;;1
1011;192111;1.1;;;;1.35;;;1.1;;1
1011;192112;1.33;52.674;141.082;71.75;1.5;3;32;1.15;28;1
1011;192201;1.67;;;;2.2;;;1.2;;1
1011;192202;2.21;;;;2.2;;;1.8;;1
1011;192203;2;128.919;345.298;151.7;2.2;29;117.5;1.9;1;1
1011;192204;3;;;;2.2;;;1.85;;1
1011;192205;1.73;98.29;263.261;111.7;1.85;1;54.4;1.35;29;1
1011;192206;1.29;;;;1.9;;;1.1;;1
1011;192207;0.89;;;;;;;;;1
1011;192208;0.79;;;;;;;;;1
1011;192209;0.92;;;;;;;;;1
1011;192210;1.25;;;;2.15;;;1.15;;1
1011;192211;1.91;;;;2.2;;;1.3;;1
1011;192212;1.52;;;;1.9;;;1.2;;1
1011;192301;1.84;;;;2.1;;;1.45;;1
1011;192302;2.5;;;;2.25;;;1.3;;1
1011;192303;2.65;;;;2.1;;;1.85;;1
1011;192304;2.17;;;;2.25;;;1.75;;1
1011;192305;1.76;;;;2.2;;;1.4;;1
1011;192306;1.22;;;;1.4;;;1.1;;1
1011;192307;0.98;;;;1.1;;;1.1;;1
1011;192308;0.86;;;;;;;;;1
1011;192309;0.91;;;;;;;;;1
1011;192310;1.03;;;;1.6;;;1.1;;1
1011;192311;1.58;;;;2.05;;;1.15;;1
1011;192312;1.71;;;;2.2;;;1.45;;1
1011;192401;1.95;;;;2.2;;;1.35;;1
1011;192402;1.99;;;;2.2;;;1.5;;1
1011;192403;2.93;;;;2.25;;;1.6;;1
1011;192404;2.54;;;;2.2;;;1.85;;1
1011;192405;1.7;;;;1.95;;;1.5;;1
1011;192406;1.33;52.088;135.013;83.5;1.6;1;27.2;1.1;29;1
1011;192407;1.03;;;;1.1;;;1.1;;1
1011;192408;0.91;;;;;;;;;1
1011;192409;1.02;;;;1.4;;;1.1;;1
1011;192410;1.15;;;;1.45;;;1.1;;1
1011;192411;1.6;;;;1.8;;;1.25;;1
1011;192412;2.15;;;;2.1;;;1.55;;1
1011;192507;1.13;;;;1.3;;;1.1;;1
1011;192508;1;;;;1.4;;;1.1;;1
1011;192509;1.02;;;;1.3;;;1.1;;1
1011;192510;1.31;;;;2;;;1.5;;1
1011;192511;2.32;;;;2.2;;;1.5;;1
1011;192512;2.89;;;;2.2;;;1.65;;1
1011;192601;2.37;;;;2.25;;;1.95;;1
1011;192602;3.74;;;;2.2;;;2;;1
1011;192603;1.71;95.773;256.517;151.7;2.2;28;54.4;1.35;17;1
1011;192604;1.89;116.213;301.225;134.5;2.05;1;95;1.7;10;1
1011;192605;1.57;79.521;212.989;123.2;1.95;1;37.25;1.2;31;1
1011;192606;1.27;;;;1.5;;;1.1;;1
1011;192607;1.03;;;;1.3;;;1.1;;1
1011;192608;0.79;;;;;;;;;1
1011;192609;0.69;;;;;;;;;1
1011;192610;0.75;;;;;;;;;1
1011;192612;2.15;;;;2.2;;;1.7;;1
1011;192701;1.97;;;;2.25;;;1.45;;1
1011;192702;2.45;;;;2.25;;;1.7;;1
1011;192703;3.52;;;;2.2;;;2.2;;1
1011;192704;2.32;;;;2.2;;;1.9;;1
1011;192705;1.47;68.101;182.403;117.5;1.9;1;37.25;1.2;27;1
1011;192706;1.03;;;;1.2;;;1.1;;1
1011;192707;1.23;;;;1.8;;;1.1;;1
1011;192708;0.92;;;;;;;;;1
1011;192709;1.08;;;;2.2;;;1.3;;1
1011;192710;1.05;;;;1.3;;;1.1;;1
1011;192711;1.2;;;;1.45;;;1.15;;1
1011;192801;2.08;;;;2.25;;;1.7;;1
1011;192802;1.84;111.217;278.666;134.5;2.05;1;77.5;1.55;23;1
1011;192803;2.18;;;;2;;;1.5;;1
1011;192804;2.64;;;;2.25;;;2.2;;1
1011;192805;2.16;;;;2.2;;;1.7;;1
1011;192806;1.66;89.52;232.036;140.3;2.1;7;37.25;1.2;29;1
1011;192807;1.01;;;;1.15;;;1.1;;1
1011;192808;0.79;;;;;;;;;1
1011;192809;0.66;;;;;;;;;1
1011;192810;1.05;;;;2.2;;;1.4;;1
1011;192811;1.32;50.423;130.697;83.5;1.6;1;32;1.15;25;1
1011;192812;1.23;;;;2;;;1.1;;1
1011;192901;1.32;51.339;137.505;95;1.7;27;32;1.15;17;1
1011;192902;2.07;;;;2.25;;;1.6;;1
1011;192903;1.81;107.564;288.101;146;2.15;1;48.749;1.3;30;1
1011;192904;1.17;;;;1.3;;;1.1;;1
1011;192905;1.35;;;;2.05;;;1.1;;1
1011;192906;1;;;;;;;;;1
1011;192907;0.87;;;;1.25;;;1.1;;1
1011;192908;0.54;;;;;;;;;1
1011;192909;0.78;;;;;;;;;1
1011;192910;1.01;;;;1.45;;;1.1;;1
1011;192911;2.11;;;;2.2;;;1.1;;1
1011;192912;3.42;;;;2.25;;;2;;1
1011;193001;2.4;;;;2.25;;;2;;1
1011;193002;2.52;;;;2.2;;;1.6;;1
1011;193003;2.75;;;;2.2;;;1.85;;1
1011;193004;2.41;;;;2.25;;;1.9;;1
1011;193005;2.07;;;;2.2;;;1.45;;1
1011;193006;1.34;;;;1.95;;;1.1;;1
1011;193007;1.04;;;;1.45;;;1.1;;1
1011;193008;0.76;;;;;;;;;1
1011;193009;0.73;;;;;;;;;1
1011;193010;1.09;;;;2.05;;;1.1;;1
1011;193011;1.12;;;;1.9;;;1.3;;1
1011;193012;2.09;;;;2.2;;;1.4;;1
1011;193101;2.5;;;;2.25;;;1.6;;1
1011;193102;1.98;;;;2.2;;;1.6;;1
1011;193103;2.9;;;;2.25;;;2.1;;1
1011;193104;1.95;;;;2.2;;;1.5;;1
1011;193105;1.69;;;;2.05;;;1.4;;1
1011;193106;1.16;;;;1.45;;;1.1;;1
1011;193107;0.82;;;;;;;;;1
1011;193108;0.65;;;;;;;;;1
1011;193109;0.72;;;;;;;;;1
1011;193110;0.82;;;;1.7;;;1.1;;1
1011;193111;2.12;;;;2.1;;;1.3;;1
1011;193112;1.34;;;;1.9;;;1.1;;1
1011;193201;;;;;;;;;;2
1011;193202;;;;;;;;;;2
1011;193203;;;;;;;;;;2
1011;193204;;73.34;190.097;106.2;;;54.4;;;2
1011;193205;;94.07;251.957;140.3;;;83.5;;;2
1011;193206;;;;;;;;;;2
1011;193207;;;;;;;;;;2
1011;193208;;;;;;;;;;2
1011;193209;;;;;;;;;;2
1011;193210;;;;;;;;;;2
1011;193211;;;;;;;;;;2
1011;193212;;;;;;;;;;2
1011;193301;;88.93;238.19;134.5;;;66;;;2
1011;193302;;74.07;179.19;89;;;54.4;;;2
1011;193303;;;;;;;;;;2
1011;193304;;76.45;198.158;106.2;;;54.4;;;2
1011;193305;;;;;;;;;;2
1011;193306;;;;;;;;;;2
1011;193307;;;;;;;;;;2
1011;193308;;;;;;;;;;2
1011;193309;;;;;;;;;;2
1011;193310;;;;;;;;;;2
1011;193311;;;;;;;;;;2
1011;193312;;;;;;;;;;2
1011;193401;;;;;;;;;;2
1011;193402;;44.68;108.09;66;;;37.25;;;2
1011;193403;;;;;;;;;;2
1011;193404;;;;;;;;;;2
1011;193405;;;;;;;;;;2
1011;193406;;;;;;;;;;2
1011;193407;;;;;;;;;;2
1011;193408;;;;;;;;;;2
1011;193409;;;;;;;;;;2
1011;193410;;;;;;;;;;2
1011;193411;;;;;;;;;;2
1011;193412;;;;;;;;;;2
1011;193501;;;;;;;;;;2
1011;193502;;;;;;;;;;2
1011;193503;;;;;;;;;;2
1011;193504;;;;;;;;;;2
1011;193505;;;;;;;;;;2
1011;193506;;;;;;;;;;2
1011;193507;;113.13;303.007;151.7;;;95;;;2
1011;193508;;92.48;247.698;95;;;89;;;2
1011;193509;;86.07;223.093;89;;;83.5;;;2
1011;193510;;92.25;247.082;151.7;;;83.5;;;2
1011;193511;;;;;;;;;;2
1011;193512;;;;;;;;;;2
1011;193601;;;;;;;;;;2
1011;193602;;;;;;;;;;2
1011;193603;;;;;;;;;;2
1011;193604;;;;;;;;;;2
1011;193605;;;;;;;;;;2
1011;193606;;52.09;135.017;83.5;;;27.2;;;2
1011;193607;;;;;;;;;;2
1011;193608;;;;;;;;;;2
1011;193609;;;;;;;;;;2
1011;193610;;;;;;;;;;2
1011;193611;;;;;;;;;;2
1011;193612;;;;;;;;;;2
1011;193701;;;;;;;;;;2
1011;193702;;;;;;;;;;2
1011;193703;;;;;;;;;;2
1011;193704;;;;;;;;;;2
1011;193705;;;;;;;;;;2
1011;193706;;;;;;;;;;2
1011;193707;;95.47;255.707;129;;;60.25;;;2
1011;193708;;71.04;190.274;83.5;;;48.8;;;2
1011;193709;;60.8;157.594;71.75;;;42.5;;;2
1011;193810;;;;;;;;;;2
1011;193811;;;;;;;;;;2
1011;193812;;;;;;;;;;2
1011;193901;;;;;;;;;;2
1011;193902;;;;;;;;;;2
1011;193903;;;;;;;;;;2
1011;193904;;;;;;;;;;2
1011;193905;;;;;;;;;;2
1011;193906;;;;;;;;;;2
1011;193907;;100.69;269.688;129;;;83.5;;;2
1011;193908;;63.8;170.882;83.5;;;60.25;;;2
1011;193909;;70.63;183.073;100.5;;;60.25;;;2
1011;193910;;;;;;;;;;2
1011;193911;;;;;;;;;;2
1011;193912;;;;;;;;;;2
1011;194001;;;;;;;;;;2
1011;194002;;;;;;;;;;2
1011;194003;;;;;;;;;;2
1011;194004;;;;;;;;;;2
1011;194005;;;;;;;;;;2
1011;194006;;124.92;323.793;157.4;;;106.2;;;2
1011;194007;;88.53;237.119;106.2;;;71.75;;;2
1011;194008;;56.96;152.562;71.75;;;48.75;;;2
1011;194009;;44.73;115.94;60.25;;;37.25;;;2
1011;194010;;81.5;218.29;106.2;;;60.25;;;2
1011;194011;;;;;;;;;;2
1011;194012;;;;;;;;;;2
1011;194101;;;;;;;;;;2
1011;194102;;;;;;;;;;2
1011;194103;;;;;;;;;;2
1011;194104;;;;;;;;;;2
1011;194105;;;;;;;;;;2
1011;194106;;;;;;;;;;2
1011;194107;;;;;;;;;;2
1011;194108;;;;;;;;;;2
1011;194109;;;;;;;;;;2
1012;191409;1.28;;;;;;;;;1
1012;191410;1.31;;;;1.5;;;1.48;;1
1012;191411;1.5;;;;1.7;;;1.4;;1
1012;191412;1.92;;;;1.7;;;1.5;;1
1012;191501;2.01;;;;1.9;;;1.8;;1
1012;191502;1.91;;;;1.9;;;1.75;;1
1012;191503;1.94;;;;1.9;;;1.8;;1
1012;191504;1.83;;;;1.9;;;1.65;;1
1012;191505;1.76;7.751;20.759;11.635;1.9;4;5;1.7;23;1
1012;191506;1.55;2.864;7.424;4.2;1.65;1;1.82;1.45;29;1
1012;191507;1.4;1.291;3.459;1.82;1.45;1;0.7;1.35;15;1
1012;191508;1.32;0.427;1.145;1.25;1.4;1;0.25;1.3;9;1
1012;191509;1.43;;;;1.8;;;1.3;;1
1012;191510;1.58;;;;1.9;;;1.4;;1
1012;191511;1.75;;;;1.85;;;1.6;;1
1012;191512;1.9;;;;1.9;;;1.65;;1
1012;191601;1.61;;;;1.8;;;1.5;;1
1012;191602;1.72;7.259;18.188;13.958;1.85;8;2.35;1.5;1;1
1012;191603;1.75;;;;1.85;;;1.6;;1
1012;191604;1.73;6.997;18.137;13.958;1.85;21;4.2;1.65;8;1
1012;191605;1.72;;;;1.85;;;1.6;;1
1012;191606;1.44;1.681;4.358;2.923;1.55;1;0.7;1.35;26;1
1012;191607;1.34;;;;1.4;;;1.3;;1
1012;191608;1.24;;;;1.3;;;1.3;;1
1012;191609;1.25;;;;;;;;;1
1012;191610;1.27;;;;1.45;;;1.3;;1
1012;191611;1.71;;;;1.85;;;1.35;;1
1012;191612;2;;;;1.8;;;1.55;;1
1012;191701;2;;;;;;;;;1
1012;191702;1.99;;;;;;;;;1
1012;191703;2.06;;;;;;;;;1
1012;191704;1.97;;;;;;;;;1
1012;191705;2;;;;;;;;;1
1012;191706;1.78;;;;1.8;;;1.7;;1
1012;191707;1.56;3.031;8.119;4.2;1.65;1;2.35;1.5;22;1
1012;191708;1.49;2.2;5.893;2.923;1.55;15;1.82;1.45;1;1
1012;191709;1.51;2.444;6.334;3.42;1.6;9;1.82;1.45;4;1
1012;191710;1.57;;;;1.7;;;1.45;;1
1012;191711;1.69;;;;1.8;;;1.6;;1
1012;191712;1.6;3.42;9.16;3.42;1.6;1;3.42;1.6;1;1
1012;191801;1.93;;;;1.8;;;1.8;;1
1012;191802;1.73;6.784;16.411;10.82;1.8;1;4.2;1.65;26;1
1012;191803;1.7;;;;1.8;;;1.65;;1
1012;191804;1.99;;;;;;;;;1
1012;191806;1.62;3.877;10.05;5;1.7;1;2.923;1.55;19;1
1012;191807;1.51;2.461;6.591;2.923;1.55;1;2.35;1.5;7;1
1012;191808;1.49;2.23;5.974;2.35;1.5;1;1.82;1.45;25;1
1012;191809;1.81;;;;1.45;;;1.45;;1
1012;191810;1.9;;;;1.8;;;1.8;;1
1012;191811;2.76;;;;1.8;;;1.8;;1
1012;191812;2.16;;;;1.75;;;1.7;;1
1012;191901;2.04;;;;2;;;1.7;;1
1012;191902;2.43;;;;2;;;2;;1
1012;191903;2.11;;;;2;;;1.95;;1
1012;191904;2.04;;;;2;;;1.95;;1
1012;191905;1.95;11.603;31.076;12.58;2;4;11.57;1.95;1;1
1012;191906;1.75;7.694;19.942;12.58;2;1;2.75;1.5;27;1
1012;191907;1.6;4.759;12.747;11.57;1.95;25;2.75;1.5;10;1
1012;191908;1.57;4.183;11.203;7.683;1.75;1;2.75;1.5;20;1
1012;191909;1.38;;;;1.5;;;1.3;;1
1012;191910;1.17;;;;;;;;;1
1012;191911;1.38;;;;2;;;1.3;;1
1012;191912;2.12;;;;2;;;2;;1
1012;192001;2.12;;;;1.9;;;1.9;;1
1012;192002;1.89;3.974;9.958;4.05;1.9;1;3.5;1.85;26;1
1012;192003;2.08;;;;1.9;;;1.85;;1
1012;192004;2.32;;;;;;;;;1
1012;192005;2.02;;;;1.9;;;1.9;;1
1012;192006;1.69;;;;1.9;;;1.55;;1
1012;192007;1.56;;;;1.65;;;1.55;;1
1012;192008;1.5;;;;1.55;;;1.55;;1
1012;192009;1.51;;;;1.55;;;1.55;;1
1012;192010;1.8;;;;1.8;;;1.55;;1
1012;192011;2.08;;;;;;;;;1
1012;192012;1.92;;;;1.9;;;1.75;;1
1012;192101;1.89;;;;1.9;;;1.85;;1
1012;192102;1.86;;;;1.9;;;1.8;;1
1012;192103;1.74;2.32;6.215;2.95;1.8;1;1.9;1.7;23;1
1012;192104;1.72;2.125;5.509;2.42;1.75;2;1.9;1.7;1;1
1012;192105;1.78;;;;1.9;;;1.55;;1
1012;192106;1.55;;;;1.6;;;1.55;;1
1012;192107;1.52;;;;1.55;;;1.55;;1
1012;192108;1.47;;;;1.55;;;1.55;;1
1012;192109;1.41;;;;;;;;;1
1012;192110;1.54;;;;1.7;;;1.55;;1
1012;192111;1.69;;;;1.9;;;1.55;;1
1012;192112;1.72;2.068;5.538;2.42;1.75;9;1.9;1.7;1;1
1012;192202;2.04;;;;1.9;;;1.9;;1
1012;192203;1.72;;;;1.9;;;1.6;;1
1012;192204;1.96;;;;1.9;;;1.85;;1
1012;192205;1.78;;;;1.9;;;1.65;;1
1012;192206;1.7;;;;1.9;;;1.6;;1
1012;192207;1.44;;;;;;;;;1
1012;192208;1.42;;;;;;;;;1
1012;192209;1.53;;;;1.8;;;1.6;;1
1012;192210;1.76;;;;1.9;;;1.55;;1
1012;192212;1.71;;;;1.9;;;1.55;;1
1012;192301;1.78;;;;1.9;;;1.65;;1
1012;192302;1.98;;;;1.9;;;1.65;;1
1012;192303;1.94;;;;1.9;;;1.75;;1
1012;192304;1.89;;;;1.85;;;1.75;;1
1012;192305;1.8;2.912;7.801;4.05;1.9;1;1.375;1.65;31;1
1012;192306;1.56;;;;1.65;;;1.55;;1
1012;192307;1.4;;;;;;;;;1
1012;192308;1.35;;;;;;;;;1
1012;192309;1.37;;;;;;;;;1
1012;192310;1.56;;;;1.9;;;1.7;;1
1012;192311;1.77;;;;1.9;;;1.7;;1
1012;192312;1.77;;;;1.9;;;1.6;;1
1012;192401;1.77;;;;1.9;;;1.6;;1
1012;192402;1.88;;;;1.9;;;1.7;;1
1012;192404;1.88;;;;1.9;;;1.8;;1
1012;192405;1.65;1.421;3.806;2.95;1.8;1;0.375;1.55;15;1
1012;192406;1.54;;;;1.65;;;1.55;;1
1012;192407;1.35;;;;;;;;;1
1012;192408;1.31;;;;;;;;;1
1012;192409;1.39;;;;1.6;;;1.6;;1
1012;192410;1.45;;;;1.6;;;1.55;;1
1012;192501;;0.931;2.493;2.42;;10;0.375;;16;1
1012;192503;1.71;2.061;5.52;4.05;1.9;1;0.87;1.6;5;1
1012;192504;1.8;2.987;7.741;3.5;1.85;8;2.95;1.8;1;1
1012;192505;1.8;2.994;8.019;4.05;1.9;10;1.9;1.7;11;1
1012;192506;1.58;;;;1.8;;;1.55;;1
1012;192507;1.42;;;;1.65;;;1.55;;1
1012;192509;1.3;;;;;;;;;1
1012;192510;1.39;;;;1.8;;;1.6;;1
1012;192512;2;;;;1.9;;;1.7;;1
1012;192603;1.77;;;;1.9;;;1.55;;1
1012;192604;1.85;;;;1.9;;;1.75;;1
1012;192605;1.8;3.013;8.069;3.5;1.85;1;1.9;1.7;29;1
1012;192606;1.75;2.377;6.16;4.05;1.9;13;1.375;1.65;5;1
1012;192607;1.51;;;;1.65;;;1.55;;1
1012;192608;1.33;;;;;;;;;1
1012;192609;1.33;;;;;;;;;1
1012;192610;1.37;;;;1.65;;;1.6;;1
1012;192612;1.79;;;;1.9;;;1.7;;1
1012;192701;1.94;;;;1.9;;;1.85;;1
1012;192703;2.05;;;;1.9;;;1.85;;1
1012;192704;1.85;;;;1.9;;;1.65;;1
1012;192705;1.59;;;;1.65;;;1.55;;1
1012;192706;1.52;;;;1.7;;;1.6;;1
1012;192707;1.52;;;;1.9;;;1.55;;1
1012;192708;1.22;;;;;;;;;1
1012;192709;1.34;;;;1.8;;;1.8;;1
1012;192710;1.57;;;;1.9;;;1.6;;1
1012;192711;1.52;;;;1.7;;;1.55;;1
1012;192712;1.97;;;;1.9;;;1.75;;1
1012;192801;1.92;;;;1.9;;;1.8;;1
1012;192802;1.84;3.445;8.632;4.05;1.9;2;2.42;1.75;25;1
1012;192803;1.87;;;;1.85;;;1.75;;1
1012;192804;1.92;;;;1.9;;;1.85;;1
1012;192805;1.86;;;;1.9;;;1.8;;1
1012;192806;1.76;;;;1.9;;;1.55;;1
1012;192807;1.42;;;;1.6;;;1.55;;1
1012;192808;1.24;;;;;;;;;1
1012;192809;1.33;;;;;;;;;1
1012;192810;1.36;;;;;;;;;1
1012;192811;1.68;1.691;4.382;2.42;1.75;3;0.87;1.6;1;1
1012;192812;1.69;;;;1.9;;;1.55;;1
1012;192901;1.75;;;;1.8;;;1.6;;1
1012;192902;1.73;;;;1.9;;;1.6;;1
1012;192903;1.7;1.915;5.13;2.42;1.75;1;1.375;1.65;22;1
1012;192904;1.62;1.106;2.866;1.375;1.65;1;0.87;1.6;7;1
1012;192905;1.71;;;;1.9;;;1.6;;1
